Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2006-07,22,UTA,NBA,PG,17.0,17.0,657.0,18.9,0.535,0.211,0.3,1.6,11.5,6.5,39.1,2.1,0.6,18.2,25.5,1.0,0.5,1.5,0.109,3.3,0.0,3.3,0.9,
2007-08,23,UTA,NBA,PG,12.0,12.0,513.0,21.6,0.611,0.306,0.361,3.5,6.3,4.8,40.6,0.7,0.6,14.9,22.0,1.9,0.0,1.9,0.182,7.4,-0.8,6.5,1.1,
2008-09,24,UTA,NBA,PG,5.0,5.0,211.0,18.8,0.574,0.357,0.586,2.1,8.5,5.2,43.3,2.2,0.8,19.3,22.8,0.4,0.0,0.4,0.099,3.5,-0.3,3.3,0.3,
2009-10,25,UTA,NBA,PG,10.0,10.0,398.0,23.5,0.614,0.342,0.745,1.2,6.9,4.0,41.0,1.3,0.8,13.2,25.6,1.7,-0.1,1.6,0.192,6.4,-0.7,5.7,0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,28,BRK,NBA,PG,7.0,7.0,292.0,20.6,0.572,0.406,0.425,0.4,8.8,4.5,34.6,1.3,1.0,14.3,23.7,0.8,0.2,1.0,0.169,4.9,-0.6,4.4,0.5,
2013-14,29,BRK,NBA,PG,12.0,12.0,428.0,14.6,0.506,0.349,0.296,2.0,9.6,5.6,28.0,1.7,0.5,13.6,22.7,0.4,0.2,0.5,0.061,0.9,-1.3,-0.4,0.2,
2014-15,30,BRK,NBA,PG,6.0,6.0,192.0,12.9,0.493,0.377,0.101,1.7,19.2,10.4,28.6,2.1,0.0,18.2,21.0,0.0,0.2,0.2,0.039,-1.3,0.0,-1.3,0.0,
2015-16,31,DAL,NBA,PG,3.0,3.0,49.0,1.2,0.417,0.389,0.0,0.0,5.0,2.4,26.5,1.1,0.0,28.0,23.6,-0.2,-0.1,-0.3,-0.254,-4.3,-1.4,-5.8,0.0,
2016-17,32,CLE,NBA,PG,18.0,0.0,262.0,10.0,0.567,0.484,0.172,1.4,8.5,5.1,19.4,1.9,0.3,19.8,14.6,0.2,0.2,0.4,0.073,-1.9,-0.5,-2.4,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,90.0,72.0,3002.0,18.1,0.56,0.323,0.377,1.8,9.4,5.5,35.3,1.6,0.6,16.2,22.9,6.2,1.2,7.3,0.117,3.4,-0.6,2.8,3.6,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,66.0,2735.0,18.1,0.56,0.323,0.377,1.8,9.4,5.5,35.3,1.6,0.6,16.2,22.9,5.6,1.1,6.7,0.117,3.4,-0.6,2.8,3.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,44.0,44.0,1779.0,20.7,0.579,0.281,0.445,2.1,8.6,5.3,40.4,1.5,0.7,16.3,24.2,5.0,0.5,5.5,0.147,5.2,-0.4,4.8,3.0,
BRK (3 Yrs),BRK (3 Yrs),BRK (3 Yrs),BRK (3 Yrs),,25.0,25.0,912.0,16.1,0.526,0.373,0.297,1.4,11.4,6.3,30.3,1.7,0.5,14.8,22.7,1.2,0.6,1.7,0.091,1.7,-0.8,0.9,0.7,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,18.0,0.0,262.0,10.0,0.567,0.484,0.172,1.4,8.5,5.1,19.4,1.9,0.3,19.8,14.6,0.2,0.2,0.4,0.073,-1.9,-0.5,-2.4,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,3.0,3.0,49.0,1.2,0.417,0.389,0.0,0.0,5.0,2.4,26.5,1.1,0.0,28.0,23.6,-0.2,-0.1,-0.3,-0.254,-4.3,-1.4,-5.8,0.0,
