Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,21,BOS,NBA,SG,39.0,7.0,507.0,66.0,155.0,0.426,24.0,67.0,0.358,42.0,88.0,0.477,0.503,19.0,27.0,0.704,14.0,51.0,65.0,53.0,21.0,8.0,24.0,69.0,175.0,0.0,
2005-06,22,BOS,NBA,PG,71.0,71.0,2418.0,333.0,684.0,0.487,84.0,218.0,0.385,249.0,466.0,0.534,0.548,86.0,101.0,0.851,57.0,232.0,289.0,329.0,84.0,46.0,133.0,197.0,836.0,0.0,
2006-07,23,BOS,NBA,SG,69.0,47.0,2219.0,306.0,717.0,0.427,65.0,178.0,0.365,241.0,539.0,0.447,0.472,168.0,197.0,0.853,32.0,176.0,208.0,304.0,74.0,34.0,140.0,152.0,845.0,0.0,
2007-08,24,2TM,NBA,PG,61.0,31.0,1533.0,196.0,475.0,0.413,48.0,135.0,0.356,148.0,340.0,0.435,0.463,67.0,91.0,0.736,31.0,162.0,193.0,229.0,59.0,29.0,117.0,103.0,507.0,0.0,
2007-08,24,SEA,NBA,PG,35.0,5.0,727.0,97.0,250.0,0.388,19.0,56.0,0.339,78.0,194.0,0.402,0.426,26.0,39.0,0.667,13.0,83.0,96.0,113.0,30.0,10.0,66.0,44.0,239.0,0.0,
2007-08,24,CLE,NBA,PG,26.0,26.0,806.0,99.0,225.0,0.44,29.0,79.0,0.367,70.0,146.0,0.479,0.504,41.0,52.0,0.788,18.0,79.0,97.0,116.0,29.0,19.0,51.0,59.0,268.0,0.0,
2008-09,25,CLE,NBA,SG,64.0,64.0,2152.0,285.0,624.0,0.457,91.0,228.0,0.399,194.0,396.0,0.49,0.53,90.0,108.0,0.833,31.0,172.0,203.0,226.0,94.0,13.0,92.0,125.0,751.0,0.0,
2009-10,26,CLE,NBA,SG,60.0,3.0,1500.0,194.0,436.0,0.445,25.0,77.0,0.325,169.0,359.0,0.471,0.474,115.0,142.0,0.81,29.0,140.0,169.0,196.0,55.0,28.0,90.0,86.0,528.0,0.0,
2010-11,27,BOS,NBA,PG,24.0,2.0,453.0,55.0,120.0,0.458,12.0,33.0,0.364,43.0,87.0,0.494,0.508,13.0,15.0,0.867,6.0,31.0,37.0,64.0,20.0,10.0,30.0,29.0,135.0,0.0,
2011-12,28,DAL,NBA,PG,44.0,33.0,1060.0,166.0,360.0,0.461,27.0,76.0,0.355,139.0,284.0,0.489,0.499,62.0,70.0,0.886,13.0,88.0,101.0,139.0,58.0,11.0,76.0,67.0,421.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,432.0,258.0,11842.0,1601.0,3571.0,0.448,376.0,1012.0,0.372,1225.0,2559.0,0.479,0.501,620.0,751.0,0.826,213.0,1052.0,1265.0,1540.0,465.0,179.0,702.0,828.0,4198.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,49.0,2248.0,304.0,678.0,0.448,71.0,192.0,0.372,233.0,486.0,0.479,0.501,118.0,143.0,0.826,40.0,200.0,240.0,292.0,88.0,34.0,133.0,157.0,797.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),,203.0,127.0,5597.0,760.0,1676.0,0.453,185.0,496.0,0.373,575.0,1180.0,0.487,0.509,286.0,340.0,0.841,109.0,490.0,599.0,750.0,199.0,98.0,327.0,447.0,1991.0,0.0,
CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),,150.0,93.0,4458.0,578.0,1285.0,0.45,145.0,384.0,0.378,433.0,901.0,0.481,0.506,246.0,302.0,0.815,78.0,391.0,469.0,538.0,178.0,60.0,233.0,270.0,1547.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,44.0,33.0,1060.0,166.0,360.0,0.461,27.0,76.0,0.355,139.0,284.0,0.489,0.499,62.0,70.0,0.886,13.0,88.0,101.0,139.0,58.0,11.0,76.0,67.0,421.0,0.0,
SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),,35.0,5.0,727.0,97.0,250.0,0.388,19.0,56.0,0.339,78.0,194.0,0.402,0.426,26.0,39.0,0.667,13.0,83.0,96.0,113.0,30.0,10.0,66.0,44.0,239.0,0.0,
