Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,19,MEM,NBA,SG,38.0,16.0,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1.0,0.5,0.3,0.1,0.3,1.3,4.3,
2011-12,20,NOH,NBA,SG,45.0,0.0,16.9,2.0,5.1,0.395,0.2,0.4,0.412,1.8,4.7,0.393,0.41,1.2,1.9,0.612,0.5,1.8,2.4,0.8,0.6,0.2,0.8,1.3,5.3,
2012-13,21,NOH,NBA,SF,50.0,2.0,12.5,1.3,3.2,0.41,0.1,0.2,0.364,1.2,3.0,0.413,0.422,1.2,1.8,0.63,0.4,1.4,1.8,0.3,0.3,0.1,0.6,1.4,3.9,
2013-14,22,LAL,NBA,SF,43.0,5.0,21.1,3.3,8.0,0.417,0.7,1.9,0.346,2.7,6.1,0.439,0.458,2.7,4.1,0.655,0.6,2.1,2.7,1.2,1.0,0.2,1.3,1.8,10.0,
2014-15,23,LAL,NBA,SF,9.0,0.0,9.6,0.3,1.4,0.231,0.0,0.0,,0.3,1.4,0.231,0.231,1.6,2.7,0.583,0.2,0.2,0.4,0.3,0.3,0.0,0.3,0.7,2.2,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,185.0,23.0,15.7,2.0,4.9,0.406,0.2,0.7,0.325,1.8,4.2,0.419,0.428,1.5,2.3,0.635,0.4,1.5,1.9,0.6,0.5,0.1,0.8,1.4,5.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,95.0,2.0,14.6,1.6,4.1,0.401,0.1,0.3,0.393,1.5,3.8,0.402,0.415,1.2,1.9,0.621,0.5,1.6,2.1,0.5,0.4,0.1,0.7,1.4,4.6,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,52.0,5.0,19.1,2.8,6.9,0.411,0.5,1.6,0.346,2.3,5.3,0.43,0.45,2.5,3.9,0.647,0.5,1.8,2.3,1.0,0.9,0.1,1.2,1.6,8.7,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,38.0,16.0,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1.0,0.5,0.3,0.1,0.3,1.3,4.3,
