Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,25,MIL,NBA,C,4.0,0.0,54.0,2.7,6.0,0.444,0.0,0.0,2.7,6.0,0.444,0.444,0.0,0.0,,2.0,2.0,4.0,0.7,1.3,1.3,0.0,2.7,5.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,27,LAC,NBA,PF,4.0,0.0,12.0,3.0,9.0,0.333,0.0,0.0,3.0,9.0,0.333,0.333,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,30,UTA,NBA,C,6.0,0.0,21.0,1.7,1.7,1.0,0.0,0.0,1.7,1.7,1.0,1.0,0.0,6.9,0.0,1.7,3.4,5.1,0.0,0.0,3.4,1.7,3.4,3.4,
2018-19,31,UTA,NBA,C,2.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,0.0,93.0,2.3,5.4,0.429,0.0,0.0,2.3,5.4,0.429,0.429,0.0,1.5,0.0,1.5,3.1,4.6,0.4,0.8,1.5,0.4,3.5,4.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,8.0,0.0,27.0,1.3,2.7,0.5,0.0,0.0,1.3,2.7,0.5,0.5,0.0,5.3,0.0,1.3,2.7,4.0,0.0,0.0,2.7,1.3,2.7,2.7,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,4.0,0.0,12.0,3.0,9.0,0.333,0.0,0.0,3.0,9.0,0.333,0.333,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,6.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,4.0,0.0,54.0,2.7,6.0,0.444,0.0,0.0,2.7,6.0,0.444,0.444,0.0,0.0,,2.0,2.0,4.0,0.7,1.3,1.3,0.0,2.7,5.3,
