Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,29,ATL,NBA,SG,11.0,0.0,351.0,8.9,24.5,0.364,2.9,8.0,0.36,6.1,16.6,0.365,0.422,7.8,9.2,0.845,0.2,4.6,4.8,4.8,1.4,0.2,3.2,4.1,28.5,103.0,115.0,
2010-11,30,ATL,NBA,SG,12.0,0.0,358.0,9.5,24.2,0.394,3.3,9.4,0.35,6.2,14.8,0.421,0.461,6.6,8.0,0.824,0.2,2.3,2.5,4.7,1.4,0.6,2.5,2.7,28.9,105.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,32,LAC,NBA,SG,6.0,0.0,161.0,8.1,21.0,0.387,2.0,7.4,0.273,6.1,13.5,0.45,0.435,3.7,3.7,1.0,0.7,3.4,4.1,3.4,1.0,0.3,1.4,3.0,22.0,104.0,117.0,
2013-14,33,LAC,NBA,SG,13.0,0.0,313.0,10.9,27.3,0.398,4.3,12.6,0.342,6.6,14.7,0.446,0.477,6.2,7.0,0.886,0.8,2.2,3.0,4.2,1.9,0.3,2.4,3.8,32.3,109.0,115.0,
2014-15,34,LAC,NBA,SG,14.0,0.0,379.0,8.6,23.9,0.36,2.3,9.5,0.243,6.3,14.4,0.438,0.409,3.3,3.9,0.867,0.8,3.1,3.9,3.5,1.7,0.4,2.2,4.4,22.8,91.0,111.0,
2015-16,35,LAC,NBA,SG,6.0,1.0,199.0,10.0,26.5,0.379,1.0,5.4,0.19,9.0,21.1,0.427,0.398,5.7,6.4,0.88,0.5,2.8,3.3,3.3,2.6,0.0,2.3,2.3,26.8,94.0,107.0,
2016-17,36,LAC,NBA,SG,7.0,0.0,196.0,9.5,22.6,0.422,1.6,6.8,0.24,7.9,15.8,0.5,0.458,3.3,3.3,1.0,0.5,1.9,2.5,3.5,1.1,0.3,2.5,3.3,24.0,98.0,113.0,
2017-18,37,MIN,NBA,SG,5.0,0.0,123.0,8.6,19.3,0.447,2.9,7.0,0.412,5.8,12.3,0.467,0.521,4.1,5.3,0.769,0.4,4.9,5.3,4.9,2.1,0.0,2.1,2.5,24.2,110.0,117.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,1.0,2080.0,9.4,24.2,0.386,2.7,8.8,0.307,6.7,15.5,0.431,0.442,5.3,6.2,0.865,0.5,3.1,3.6,4.1,1.6,0.3,2.4,3.5,26.7,101.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (5 Yrs),LAC (5 Yrs),LAC (5 Yrs),LAC (5 Yrs),,46.0,1.0,1248.0,9.5,24.6,0.385,2.5,9.0,0.276,7.0,15.6,0.448,0.436,4.5,5.0,0.902,0.7,2.7,3.4,3.6,1.7,0.3,2.2,3.6,25.9,99.0,112.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,23.0,0.0,709.0,9.2,24.4,0.379,3.1,8.7,0.355,6.1,15.7,0.392,0.442,7.2,8.6,0.835,0.2,3.5,3.6,4.7,1.4,0.4,2.8,3.4,28.7,104.0,112.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,0.0,123.0,8.6,19.3,0.447,2.9,7.0,0.412,5.8,12.3,0.467,0.521,4.1,5.3,0.769,0.4,4.9,5.3,4.9,2.1,0.0,2.1,2.5,24.2,110.0,117.0,
