Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,20,POR,NBA,PF,27.0,3.0,7.0,0.9,2.2,0.4,0.0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2.0,0.5,0.2,0.1,0.7,1.4,2.3,
2018-19,21,2TM,NBA,PF,21.0,0.0,8.5,0.9,2.5,0.34,0.0,0.3,0.143,0.8,2.2,0.37,0.349,0.3,0.4,0.667,0.8,2.2,3.0,0.5,0.3,0.0,0.9,1.3,2.0,
2018-19,21,POR,NBA,PF,18.0,0.0,8.1,0.8,2.4,0.318,0.1,0.3,0.2,0.7,2.2,0.333,0.33,0.3,0.4,0.857,0.7,2.2,2.9,0.4,0.2,0.0,0.9,1.2,1.9,
2018-19,21,SAC,NBA,PF,3.0,0.0,11.0,1.3,3.0,0.444,0.0,0.7,0.0,1.3,2.3,0.571,0.444,0.0,0.7,0.0,1.3,2.7,4.0,1.3,0.7,0.3,0.7,2.0,2.7,
2019-20,22,2TM,NBA,PF,27.0,1.0,10.7,1.0,1.7,0.596,0.0,0.1,0.0,1.0,1.7,0.622,0.596,0.3,0.6,0.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4,
2019-20,22,SAC,NBA,C,7.0,0.0,3.3,0.3,0.6,0.5,0.0,0.0,,0.3,0.6,0.5,0.5,0.1,0.3,0.5,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7,
2019-20,22,POR,NBA,PF,20.0,1.0,13.3,1.3,2.2,0.605,0.0,0.1,0.0,1.3,2.1,0.634,0.605,0.4,0.8,0.533,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,75.0,4.0,8.7,0.9,2.1,0.438,0.0,0.2,0.118,0.9,1.9,0.476,0.444,0.4,0.6,0.614,0.8,2.1,2.9,0.7,0.2,0.1,1.0,1.7,2.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),,65.0,4.0,9.2,1.0,2.3,0.435,0.0,0.2,0.133,1.0,2.0,0.47,0.442,0.4,0.6,0.65,0.8,2.2,3.1,0.8,0.2,0.1,1.0,1.7,2.4,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,10.0,0.0,5.6,0.6,1.3,0.462,0.0,0.2,0.0,0.6,1.1,0.545,0.462,0.1,0.4,0.25,0.6,1.3,1.9,0.6,0.3,0.3,0.8,1.4,1.3,
