Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,23,ORL,NBA,SG,77.0,42.0,1939.0,6.5,14.5,0.45,2.2,5.4,0.404,4.3,9.0,0.478,0.526,2.1,2.5,0.83,0.5,4.3,4.8,2.4,2.0,0.4,1.8,4.2,17.3,107.0,104.0,ROY-11
2009-10,24,NJN,NBA,SG,71.0,66.0,2375.0,7.5,17.1,0.436,1.7,5.0,0.338,5.8,12.2,0.476,0.485,2.9,3.4,0.869,1.3,4.2,5.6,2.7,2.1,0.4,1.7,2.9,19.6,106.0,111.0,
2010-11,25,HOU,NBA,SG,81.0,1.0,1723.0,7.5,17.0,0.439,2.1,5.1,0.408,5.4,11.9,0.453,0.501,2.8,3.5,0.792,1.5,4.7,6.2,3.0,1.7,0.5,2.0,3.0,19.9,108.0,110.0,
2011-12,26,HOU,NBA,SG,58.0,26.0,1757.0,7.5,17.3,0.433,2.6,6.5,0.401,4.9,10.8,0.452,0.508,2.1,2.6,0.826,0.8,4.0,4.7,2.6,2.0,0.7,1.9,3.2,19.7,106.0,107.0,
2012-13,27,BOS,NBA,SG,78.0,39.0,1941.0,6.6,14.3,0.464,1.6,4.2,0.372,5.1,10.1,0.503,0.519,1.7,1.9,0.861,0.8,4.3,5.1,3.9,2.4,0.6,2.3,3.7,16.5,102.0,104.0,
2013-14,28,2TM,NBA,SG,79.0,47.0,1973.0,7.9,16.5,0.48,1.9,5.2,0.371,6.0,11.3,0.531,0.539,2.7,3.0,0.884,0.8,4.2,5.0,3.1,1.7,0.8,2.0,3.4,20.4,113.0,107.0,
2013-14,28,BOS,NBA,SG,30.0,0.0,504.0,9.2,18.7,0.492,2.3,5.3,0.442,6.8,13.4,0.511,0.555,1.8,2.2,0.818,0.8,4.2,5.0,3.3,2.0,0.9,2.6,3.8,22.6,108.0,108.0,
2013-14,28,MEM,NBA,SG,49.0,47.0,1469.0,7.5,15.7,0.476,1.8,5.2,0.345,5.7,10.5,0.54,0.532,2.9,3.3,0.9,0.8,4.3,5.0,3.0,1.6,0.7,1.7,3.3,19.6,114.0,107.0,
2014-15,29,MEM,NBA,SG,77.0,74.0,2354.0,6.4,14.3,0.448,2.0,5.0,0.402,4.4,9.3,0.473,0.518,2.5,2.9,0.86,0.5,3.5,3.9,3.3,1.7,0.3,1.7,2.9,17.2,109.0,106.0,
2015-16,30,2TM,NBA,SG,79.0,65.0,2334.0,6.3,14.0,0.454,1.8,4.7,0.378,4.5,9.2,0.493,0.518,2.2,2.6,0.839,0.6,3.8,4.5,3.0,1.9,0.6,1.6,2.9,16.6,109.0,109.0,
2015-16,30,MEM,NBA,SG,51.0,37.0,1489.0,6.6,14.5,0.458,1.8,4.8,0.37,4.9,9.7,0.502,0.519,2.6,3.2,0.826,0.7,3.4,4.1,2.6,1.8,0.6,1.7,2.7,17.7,109.0,111.0,
2015-16,30,CHO,NBA,SG,28.0,28.0,845.0,5.8,13.1,0.445,1.8,4.7,0.392,4.0,8.4,0.475,0.516,1.4,1.5,0.885,0.6,4.6,5.2,3.6,2.0,0.7,1.4,3.3,14.8,108.0,105.0,
2016-17,31,NYK,NBA,SG,77.0,74.0,2459.0,6.5,14.3,0.456,2.2,5.5,0.401,4.3,8.8,0.49,0.533,1.7,2.0,0.867,1.1,4.2,5.3,3.6,1.6,0.5,1.4,2.9,17.0,115.0,114.0,
2017-18,32,NYK,NBA,SG,76.0,69.0,2310.0,7.4,16.2,0.454,2.4,6.0,0.406,4.9,10.2,0.482,0.529,2.4,2.7,0.919,0.6,4.2,4.8,3.9,1.7,0.4,1.8,2.3,19.6,112.0,113.0,
2018-19,33,2TM,NBA,SG,34.0,6.0,428.0,6.0,14.6,0.411,1.8,6.2,0.291,4.2,8.4,0.5,0.473,1.6,2.4,0.667,1.0,5.1,6.1,4.2,2.4,0.3,1.6,3.6,15.4,103.0,112.0,
2018-19,33,NYK,NBA,SG,12.0,2.0,160.0,6.3,14.2,0.447,1.5,4.8,0.313,4.8,9.3,0.516,0.5,2.7,4.2,0.643,1.8,6.3,8.1,4.8,2.4,0.6,1.5,3.9,16.9,112.0,112.0,
2018-19,33,DAL,NBA,SG,22.0,4.0,268.0,5.8,14.8,0.39,2.0,7.1,0.282,3.8,7.8,0.488,0.457,0.9,1.3,0.714,0.5,4.3,4.9,3.8,2.4,0.2,1.6,3.4,14.5,97.0,111.0,
2019-20,34,DAL,NBA,SG,24.0,9.0,345.0,5.6,11.5,0.488,2.9,6.6,0.447,2.7,4.9,0.543,0.616,0.8,1.0,0.857,1.0,3.5,4.5,1.7,2.5,0.8,1.5,4.6,15.0,116.0,111.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,811.0,518.0,21938.0,6.9,15.4,0.451,2.1,5.3,0.388,4.9,10.1,0.484,0.518,2.3,2.7,0.853,0.9,4.1,5.0,3.2,1.9,0.5,1.8,3.1,18.2,109.0,109.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,177.0,158.0,5312.0,6.7,14.7,0.459,1.9,5.0,0.377,4.9,9.7,0.501,0.522,2.6,3.1,0.862,0.6,3.7,4.3,3.1,1.7,0.5,1.7,2.9,18.0,110.0,107.0,
NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),,165.0,145.0,4929.0,6.9,15.2,0.455,2.3,5.7,0.401,4.6,9.5,0.487,0.53,2.1,2.4,0.881,0.9,4.2,5.1,3.8,1.7,0.4,1.6,2.7,18.2,114.0,113.0,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,139.0,27.0,3480.0,7.5,17.2,0.436,2.3,5.8,0.404,5.1,11.4,0.452,0.504,2.5,3.1,0.806,1.1,4.3,5.5,2.8,1.9,0.6,2.0,3.1,19.8,107.0,108.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,108.0,39.0,2445.0,7.2,15.2,0.471,1.7,4.4,0.389,5.4,10.8,0.505,0.528,1.7,2.0,0.851,0.8,4.3,5.1,3.7,2.3,0.6,2.3,3.8,17.8,104.0,105.0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,46.0,13.0,613.0,5.7,12.9,0.439,2.5,6.8,0.372,3.2,6.2,0.513,0.537,0.9,1.1,0.786,0.8,3.9,4.7,2.6,2.4,0.6,1.6,4.1,14.8,107.0,111.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,77.0,42.0,1939.0,6.5,14.5,0.45,2.2,5.4,0.404,4.3,9.0,0.478,0.526,2.1,2.5,0.83,0.5,4.3,4.8,2.4,2.0,0.4,1.8,4.2,17.3,107.0,104.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,71.0,66.0,2375.0,7.5,17.1,0.436,1.7,5.0,0.338,5.8,12.2,0.476,0.485,2.9,3.4,0.869,1.3,4.2,5.6,2.7,2.1,0.4,1.7,2.9,19.6,106.0,111.0,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,28.0,28.0,845.0,5.8,13.1,0.445,1.8,4.7,0.392,4.0,8.4,0.475,0.516,1.4,1.5,0.885,0.6,4.6,5.2,3.6,2.0,0.7,1.4,3.3,14.8,108.0,105.0,
