Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,22,2TM,NBA,SG,60.0,0.0,12.0,1.7,4.5,0.388,0.7,2.2,0.318,1.0,2.3,0.456,0.466,0.5,0.7,0.795,0.2,1.5,1.7,0.7,0.3,0.1,0.4,0.9,4.7,
2009-10,22,MIL,NBA,SG,41.0,0.0,11.9,1.6,4.3,0.362,0.6,2.0,0.28,1.0,2.3,0.432,0.427,0.4,0.5,0.857,0.1,1.6,1.8,0.5,0.3,0.1,0.5,0.8,4.1,
2009-10,22,PHI,NBA,SG,19.0,0.0,12.3,2.1,4.8,0.44,1.0,2.6,0.38,1.1,2.2,0.512,0.544,0.7,0.9,0.722,0.2,1.2,1.4,0.9,0.3,0.1,0.3,1.0,5.9,
2010-11,23,PHI,NBA,SG,74.0,64.0,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3.0,0.468,0.546,2.1,2.3,0.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3,10.5,
2011-12,24,PHI,NBA,SG,66.0,50.0,24.9,2.9,7.1,0.409,1.5,4.0,0.365,1.4,3.0,0.468,0.513,1.2,1.3,0.906,0.3,2.2,2.4,0.8,0.6,0.0,0.4,1.2,8.4,
2012-13,25,LAL,NBA,SG,78.0,10.0,21.3,2.6,6.8,0.387,1.6,4.4,0.357,1.1,2.4,0.441,0.502,1.1,1.2,0.896,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9,
2013-14,26,LAL,NBA,SG,77.0,70.0,33.2,5.4,11.6,0.463,2.1,5.2,0.401,3.3,6.3,0.514,0.554,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,15.7,
2014-15,27,DET,NBA,SG,60.0,0.0,24.4,3.7,8.9,0.416,1.2,3.5,0.349,2.5,5.4,0.46,0.485,2.4,2.7,0.906,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1,
2015-16,28,DET,NBA,SG,3.0,0.0,14.3,2.3,6.7,0.35,1.3,3.0,0.444,1.0,3.7,0.273,0.45,1.3,1.3,1.0,0.3,1.3,1.7,1.0,0.0,0.0,0.3,0.7,7.3,
2016-17,29,ORL,NBA,SG,36.0,10.0,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,
2017-18,30,WAS,NBA,SG,77.0,0.0,14.5,2.0,5.1,0.399,0.9,2.7,0.343,1.1,2.4,0.464,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3,
2018-19,31,TOR,NBA,SG,8.0,0.0,13.0,2.6,4.9,0.538,1.0,2.3,0.444,1.6,2.6,0.619,0.641,0.1,0.1,1.0,0.1,1.4,1.5,1.0,0.1,0.1,0.3,0.6,6.4,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,539.0,204.0,22.5,3.1,7.4,0.42,1.4,3.9,0.373,1.7,3.5,0.471,0.517,1.6,1.9,0.879,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,159.0,114.0,24.8,3.0,7.1,0.419,1.6,4.2,0.383,1.4,2.9,0.472,0.532,1.5,1.7,0.886,0.3,2.0,2.3,0.9,0.7,0.1,0.6,1.2,9.1,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,155.0,80.0,27.2,4.0,9.2,0.435,1.8,4.8,0.381,2.2,4.4,0.494,0.534,2.0,2.3,0.867,0.4,1.9,2.4,1.3,1.1,0.1,1.1,1.4,11.8,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,63.0,0.0,23.9,3.6,8.8,0.413,1.2,3.5,0.353,2.4,5.3,0.453,0.484,2.4,2.6,0.909,0.2,1.5,1.7,1.3,0.9,0.1,0.9,1.2,10.9,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,77.0,0.0,14.5,2.0,5.1,0.399,0.9,2.7,0.343,1.1,2.4,0.464,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,41.0,0.0,11.9,1.6,4.3,0.362,0.6,2.0,0.28,1.0,2.3,0.432,0.427,0.4,0.5,0.857,0.1,1.6,1.8,0.5,0.3,0.1,0.5,0.8,4.1,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,36.0,10.0,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,8.0,0.0,13.0,2.6,4.9,0.538,1.0,2.3,0.444,1.6,2.6,0.619,0.641,0.1,0.1,1.0,0.1,1.4,1.5,1.0,0.1,0.1,0.3,0.6,6.4,
