Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2010-11,21,TOR,NBA,PF,65.0,17.0,1602.0,6.9,12.0,0.576,0.0,0.0,,6.9,12.0,0.576,0.576,2.3,4.1,0.555,5.4,9.5,14.9,1.3,1.3,2.2,1.5,5.9,16.2,120.0,110.0,
2011-12,22,TOR,NBA,PF,66.0,9.0,1534.0,6.0,11.7,0.513,0.0,0.0,0.0,6.0,11.7,0.515,0.513,2.5,3.7,0.67,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,108.0,101.0,
2012-13,23,2TM,NBA,PF,81.0,28.0,1631.0,8.5,15.8,0.539,0.0,0.0,,8.5,15.8,0.539,0.539,3.4,5.5,0.617,5.0,10.1,15.1,2.1,1.2,2.8,2.1,6.3,20.4,114.0,102.0,
2012-13,23,TOR,NBA,C,45.0,24.0,1087.0,9.1,16.6,0.549,0.0,0.0,,9.1,16.6,0.549,0.549,3.2,5.0,0.647,4.6,10.0,14.7,2.7,1.2,1.9,2.2,5.4,21.4,115.0,105.0,
2012-13,23,MEM,NBA,PF,36.0,4.0,544.0,7.4,14.3,0.517,0.0,0.0,,7.4,14.3,0.517,0.517,3.7,6.5,0.569,5.7,10.3,16.0,0.8,1.3,4.7,1.8,8.0,18.5,113.0,96.0,
2013-14,24,MEM,NBA,PF,63.0,4.0,956.0,8.7,16.2,0.534,0.0,0.0,,8.7,16.2,0.534,0.534,2.6,5.0,0.528,5.1,9.4,14.5,1.5,0.9,2.4,2.2,6.4,19.9,110.0,103.0,
2014-15,25,LAL,NBA,PF,79.0,24.0,1840.0,7.8,13.0,0.601,0.0,0.0,,7.8,13.0,0.601,0.601,2.6,5.2,0.487,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,124.0,107.0,
2015-16,26,POR,NBA,PF,81.0,0.0,1684.0,6.1,10.0,0.611,0.0,0.0,,6.1,10.0,0.611,0.611,3.4,6.1,0.559,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,128.0,104.0,6MOY-8
2016-17,27,POR,NBA,PF,46.0,12.0,789.0,4.7,8.9,0.528,0.0,0.0,,4.7,8.9,0.528,0.528,3.1,5.1,0.617,6.0,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,116.0,110.0,
2017-18,28,POR,NBA,C,78.0,0.0,1471.0,5.7,9.9,0.582,0.0,0.0,0.0,5.7,9.8,0.584,0.582,2.5,3.8,0.667,6.2,13.3,19.4,1.4,1.1,1.8,2.2,6.4,14.0,121.0,103.0,
2018-19,29,BRK,NBA,C,81.0,1.0,1446.0,6.1,9.9,0.616,0.0,0.1,0.0,6.1,9.9,0.62,0.616,3.3,5.3,0.617,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,129.0,105.0,6MOY-11
2019-20,30,UTA,NBA,C,28.0,1.0,303.0,3.5,7.4,0.478,0.0,0.0,,3.5,7.4,0.478,0.478,1.1,2.2,0.5,5.6,11.2,16.9,1.9,1.8,1.4,2.1,9.8,8.2,110.0,106.0,
2020-21,31,MIN,NBA,C,23.0,7.0,299.0,3.0,7.0,0.432,0.0,0.0,,3.0,7.0,0.432,0.432,1.6,1.9,0.833,7.3,10.9,18.2,3.3,2.1,2.1,1.1,8.8,7.6,130.0,110.0,
2021-22,32,CLE,NBA,C,31.0,3.0,201.0,2.7,4.0,0.688,0.0,0.0,,2.7,4.0,0.688,0.688,1.5,3.5,0.429,3.5,12.4,15.9,1.7,0.7,2.2,1.2,8.2,7.0,126.0,106.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,722.0,106.0,13756.0,6.6,11.6,0.567,0.0,0.0,0.0,6.6,11.6,0.568,0.567,2.8,4.7,0.583,5.9,11.2,17.1,2.0,1.3,2.1,2.0,6.5,15.9,119.0,105.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),,205.0,12.0,3944.0,5.7,9.7,0.585,0.0,0.0,0.0,5.7,9.7,0.586,0.585,3.0,5.0,0.601,6.4,11.6,17.9,1.9,1.3,1.8,2.1,6.7,14.4,123.0,105.0,
TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),,176.0,50.0,4223.0,7.2,13.1,0.547,0.0,0.0,0.0,7.2,13.1,0.548,0.547,2.6,4.2,0.619,5.0,10.0,15.0,1.9,1.3,2.1,2.0,5.6,16.9,114.0,106.0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,99.0,8.0,1500.0,8.2,15.5,0.529,0.0,0.0,,8.2,15.5,0.529,0.529,3.0,5.5,0.545,5.3,9.7,15.0,1.3,1.1,3.2,2.1,6.9,19.4,111.0,100.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,81.0,1.0,1446.0,6.1,9.9,0.616,0.0,0.1,0.0,6.1,9.9,0.62,0.616,3.3,5.3,0.617,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,129.0,105.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,79.0,24.0,1840.0,7.8,13.0,0.601,0.0,0.0,,7.8,13.0,0.601,0.601,2.6,5.2,0.487,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,124.0,107.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,31.0,3.0,201.0,2.7,4.0,0.688,0.0,0.0,,2.7,4.0,0.688,0.688,1.5,3.5,0.429,3.5,12.4,15.9,1.7,0.7,2.2,1.2,8.2,7.0,126.0,106.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,28.0,1.0,303.0,3.5,7.4,0.478,0.0,0.0,,3.5,7.4,0.478,0.478,1.1,2.2,0.5,5.6,11.2,16.9,1.9,1.8,1.4,2.1,9.8,8.2,110.0,106.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,23.0,7.0,299.0,3.0,7.0,0.432,0.0,0.0,,3.0,7.0,0.432,0.432,1.6,1.9,0.833,7.3,10.9,18.2,3.3,2.1,2.1,1.1,8.8,7.6,130.0,110.0,
