0
2004-05 NBA 14.3 (4th)
2005-06 NBA 16.3 (2nd)
2006-07 NBA 13.7 (2nd)
2007-08 NBA 15.2 (2nd)
2008-09 NBA 20.3 (1st)
2009-10 NBA 18.5 (1st)
2010-11 NBA 15.6 (1st)
2011-12 NBA 14.5 (1st)
2012-13 NBA 19.3 (1st)
2013-14 NBA 15.9 (2nd)
2014-15 NBA 10.4 (11th)
2015-16 NBA 13.6 (5th)
2016-17 NBA 12.9 (6th)
2017-18 NBA 14.0 (3rd)
2019-20 NBA 9.8 (7th)
2023-24 NBA 8.5 (17th)
Active 271.4 (1st)
Career 271.4 (2nd)
Career NBA 271.4 (2nd)
Career Playoffs 59.5 (1st)
Career NBA Playoffs 59.5 (1st)
Career (Reg+Playoffs) 330.9 (1st)
Career NBA (Reg+Playoffs) 330.9 (1st)
