Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2011-12,21,WAS,NBA,PG,64.0,0.0,779.0,11.9,0.468,0.191,0.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,0.042,-2.0,-0.7,-2.6,-0.1,
2012-13,22,3TM,NBA,PG,31.0,3.0,416.0,11.3,0.537,0.389,0.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,0.1,0.4,0.5,0.056,-2.6,-0.1,-2.7,-0.1,
2012-13,22,WAS,NBA,PG,7.0,2.0,141.0,10.4,0.453,0.325,0.05,2.3,10.3,6.3,26.3,2.2,0.0,16.4,15.8,0.0,0.2,0.2,0.052,-2.9,1.2,-1.7,0.0,
2012-13,22,PHI,NBA,SG,4.0,0.0,7.0,-6.4,0.5,0.5,0.0,0.0,0.0,0.0,22.6,0.0,0.0,50.0,26.3,-0.1,0.0,-0.1,-0.348,-13.8,-4.1,-17.9,0.0,
2012-13,22,ATL,NBA,PG,20.0,1.0,268.0,12.3,0.577,0.417,0.167,0.0,10.1,5.1,26.3,1.7,0.0,21.0,19.7,0.1,0.2,0.4,0.068,-2.2,-0.6,-2.8,-0.1,
2013-14,23,ATL,NBA,PG,73.0,11.0,1490.0,13.2,0.51,0.367,0.148,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19.0,1.2,1.2,2.3,0.074,-0.6,-0.5,-1.1,0.3,
2014-15,24,ATL,NBA,PG,55.0,0.0,833.0,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.7,-1.0,-1.7,0.1,
2015-16,25,2TM,NBA,PG,52.0,27.0,1058.0,13.6,0.507,0.301,0.147,1.4,12.5,7.0,30.6,1.7,0.2,17.7,23.3,0.2,1.2,1.3,0.061,-1.2,-0.4,-1.6,0.1,
2015-16,25,ATL,NBA,PG,24.0,0.0,179.0,15.4,0.464,0.284,0.126,1.2,11.9,6.7,36.9,2.2,0.0,12.3,28.5,-0.1,0.3,0.2,0.045,-1.9,-1.0,-2.9,0.0,
2015-16,25,UTA,NBA,PG,28.0,27.0,879.0,13.2,0.52,0.306,0.153,1.5,12.6,7.0,29.3,1.6,0.3,19.2,22.2,0.2,0.9,1.2,0.064,-1.0,-0.3,-1.3,0.2,
2016-17,26,UTA,NBA,PG,55.0,9.0,1205.0,10.9,0.518,0.315,0.202,2.0,9.8,6.0,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-2.5,0.2,-2.3,-0.1,
2017-18,27,ORL,NBA,PG,69.0,3.0,1365.0,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1.0,1.0,1.9,0.069,-1.2,-0.2,-1.4,0.2,
2018-19,28,2TM,NBA,PG,57.0,3.0,1246.0,10.4,0.489,0.323,0.208,1.6,7.9,4.7,22.6,1.9,0.3,13.0,18.1,-0.2,1.1,0.9,0.034,-2.7,-0.4,-3.0,-0.3,
2018-19,28,MEM,NBA,PG,53.0,3.0,1204.0,11.0,0.499,0.329,0.193,1.6,8.0,4.8,23.3,1.9,0.3,12.8,18.0,0.1,1.0,1.1,0.045,-2.3,-0.3,-2.5,-0.1,
2018-19,28,CHO,NBA,PG,4.0,0.0,42.0,-6.6,0.251,0.143,0.643,0.0,5.2,2.6,3.0,2.3,0.0,18.2,22.5,-0.3,0.0,-0.3,-0.304,-14.0,-3.9,-17.9,-0.2,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,456.0,56.0,8392.0,12.3,0.504,0.333,0.181,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1,2.8,7.5,10.3,0.059,-1.6,-0.4,-1.9,0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,10.0,1509.0,12.3,0.504,0.333,0.181,1.6,10.5,6.1,26.6,1.8,0.2,15.9,19.1,0.5,1.3,1.9,0.059,-1.6,-0.4,-1.9,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),,172.0,12.0,2770.0,13.3,0.505,0.384,0.135,1.3,10.4,5.9,29.0,1.8,0.1,14.6,19.8,1.7,2.4,4.2,0.072,-0.9,-0.7,-1.6,0.3,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,83.0,36.0,2084.0,11.8,0.519,0.311,0.18,1.8,11.0,6.4,24.1,1.7,0.2,18.4,20.7,0.2,2.4,2.5,0.058,-1.9,0.0,-1.9,0.1,
