Season,Team,Lg,Salary
2003-04,Los Angeles Lakers,NBA,"$903,360"
2004-05,Los Angeles Lakers,NBA,"$971,160"
2005-06,Los Angeles Lakers,NBA,"$1,038,960"
2006-07,Los Angeles Lakers,NBA,"$1,817,141"
2007-08,Orlando Magic,NBA,"$3,500,000"
2008-09,Houston Rockets,NBA,"$3,500,000"
2009-10,Houston Rockets,NBA,"$3,500,000"
2010-11,Los Angeles Clippers,NBA,"$1,146,337"
2011-12,Los Angeles Clippers,NBA,"$1,223,166"
Career,(may be incomplete),,"$17,600,124"
