Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,24,TOR,NBA,C,82,0,1553,8.2,15.4,.533,1.3,3.1,.424,6.9,12.4,.561,.576,1.9,2.4,.789,3.6,5.9,9.5,1.6,1.3,0.6,1.3,7.3,19.6,120,110,
2005-06,25,TOR,NBA,PF,78,6,1710,6.4,14.4,.448,3.1,7.5,.420,3.3,6.9,.478,.557,1.9,2.3,.829,2.7,6.1,8.8,1.7,1.5,1.0,1.0,6.7,18.0,122,112,
2006-07,26,SAS,NBA,PF,56,0,653,8.7,19.4,.447,2.9,7.7,.383,5.7,11.7,.490,.523,2.2,3.1,.711,5.2,7.5,12.8,1.8,1.4,0.9,2.0,5.5,22.5,111,100,
2007-08,27,SAS,NBA,PF,68,3,853,7.7,18.4,.416,2.9,8.7,.336,4.8,9.8,.487,.495,2.4,2.8,.864,3.4,8.8,12.2,2.0,0.9,1.1,2.5,7.0,20.7,104,102,
2008-09,28,SAS,NBA,PF,81,67,1928,7.5,15.1,.496,3.3,7.5,.440,4.2,7.5,.552,.606,0.5,0.6,.739,2.7,8.1,10.9,2.3,1.3,0.7,1.0,5.4,18.8,123,104,
2009-10,29,SAS,NBA,PF,65,8,1161,7.5,16.8,.446,4.1,10.4,.390,3.4,6.4,.539,.567,1.6,2.2,.729,2.3,7.3,9.7,3.1,1.4,1.1,1.8,4.9,20.6,117,104,
2010-11,30,SAS,NBA,PF,66,1,1432,6.2,13.5,.464,3.8,8.4,.457,2.4,5.1,.475,.605,1.2,1.6,.744,2.2,6.5,8.7,2.2,0.9,0.8,1.0,4.0,17.5,125,108,6MOY-15
2011-12,31,SAS,NBA,PF,65,2,1326,6.0,13.6,.440,4.1,9.7,.420,1.9,3.9,.490,.590,0.6,0.8,.762,1.1,7.2,8.3,2.4,0.6,0.8,0.5,2.6,16.7,124,106,
2012-13,32,SAS,NBA,PF,68,4,909,6.3,12.9,.487,3.0,6.7,.442,3.3,6.2,.536,.602,0.6,0.8,.733,1.4,5.8,7.2,2.0,1.0,1.1,0.9,4.8,16.1,119,104,
2013-14,33,SAS,NBA,PF,61,0,690,5.3,12.0,.445,3.1,7.2,.429,2.3,4.8,.470,.573,0.7,0.9,.750,1.2,8.3,9.5,2.3,1.1,0.8,1.2,3.6,14.4,114,103,
2014-15,34,SAS,NBA,PF,72,19,935,5.1,12.6,.409,2.5,6.9,.365,2.6,5.7,.462,.509,1.6,2.0,.811,1.6,4.7,6.3,2.6,0.5,0.7,0.6,3.6,14.5,116,107,
2015-16,35,SAS,NBA,C,30,2,206,7.2,14.2,.509,3.7,8.4,.441,3.5,5.7,.609,.640,0.7,1.0,.750,0.7,6.0,6.7,2.2,1.5,0.2,0.7,4.0,18.9,126,102,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,792,112,13356,6.9,14.8,.464,3.1,7.5,.414,3.7,7.2,.516,.570,1.3,1.7,.780,2.4,6.9,9.3,2.2,1.1,0.8,1.2,5.1,18.2,119,106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (10 Yrs),SAS (10 Yrs),SAS (10 Yrs),SAS (10 Yrs),,632,106,10093,6.7,14.7,.456,3.4,8.2,.413,3.3,6.5,.510,.571,1.1,1.5,.765,2.2,7.1,9.4,2.3,1.0,0.8,1.2,4.5,18.0,118,105,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,160,6,3263,7.3,14.9,.490,2.3,5.4,.421,5.0,9.5,.529,.566,1.9,2.4,.810,3.1,6.0,9.1,1.7,1.4,0.8,1.2,7.0,18.8,121,111,
