Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,19,NYK,NBA,SF,80,12,1382,4.5,10.1,.442,0.1,0.3,.231,4.4,9.8,.449,.446,3.2,4.5,.695,2.3,4.0,6.3,2.2,1.8,0.5,1.9,3.9,12.2,
2005-06,20,2TM,NBA,SF,57,10,999,3.4,8.1,.412,0.0,0.2,.200,3.3,8.0,.416,.414,2.8,4.6,.606,2.8,5.0,7.9,2.2,2.1,0.4,2.2,3.6,9.5,
2005-06,20,NYK,NBA,SF,36,10,709,3.1,7.4,.418,0.1,0.2,.333,3.0,7.3,.420,.421,2.1,3.9,.545,2.5,4.5,7.0,2.3,2.2,0.5,2.3,4.0,8.4,
2005-06,20,ORL,NBA,SF,21,0,290,4.0,9.9,.400,0.0,0.2,.000,4.0,9.7,.410,.400,4.3,6.2,.700,3.6,6.5,10.1,1.9,1.7,0.2,2.0,2.7,12.3,
2006-07,21,ORL,NBA,SG,57,7,1278,5.6,10.5,.539,0.0,0.2,.000,5.6,10.3,.549,.539,3.0,4.8,.620,2.8,4.3,7.0,1.8,1.7,0.5,2.4,3.8,14.3,
2007-08,22,2TM,NBA,SF,35,3,546,4.5,9.0,.507,0.3,1.2,.278,4.2,7.8,.542,.526,3.2,4.9,.653,2.0,5.1,7.1,2.9,2.0,0.7,1.5,3.0,12.7,
2007-08,22,ORL,NBA,SF,11,0,115,4.4,9.7,.452,0.0,0.9,.000,4.4,8.8,.500,.452,2.5,4.7,.533,1.6,5.9,7.5,2.5,1.6,0.9,1.6,2.8,11.3,
2007-08,22,LAL,NBA,SF,24,3,431,4.6,8.8,.524,0.4,1.3,.333,4.2,7.5,.556,.548,3.4,5.0,.683,2.1,4.9,7.0,3.0,2.2,0.7,1.5,3.0,13.0,
2008-09,23,LAL,NBA,SF,82,20,1999,4.9,10.7,.460,1.1,3.4,.319,3.8,7.3,.526,.511,2.2,3.0,.710,2.0,4.3,6.3,2.6,2.5,0.4,1.6,3.0,13.1,"DPOY-16,6MOY-17"
2009-10,24,HOU,NBA,SF,72,71,2629,5.4,13.7,.394,1.9,5.6,.334,3.5,8.1,.436,.462,2.0,3.1,.649,1.1,4.5,5.5,3.8,1.7,0.5,2.2,2.2,14.7,
2010-11,25,NOH,NBA,SF,75,75,2600,4.2,10.6,.398,1.1,3.8,.303,3.1,6.8,.450,.451,1.9,2.7,.701,0.8,4.8,5.6,2.2,1.7,0.4,1.6,2.5,11.4,
2011-12,26,NOH,NBA,SF,41,41,1350,4.5,10.7,.417,0.8,2.3,.333,3.7,8.4,.440,.453,2.1,2.7,.775,1.1,4.6,5.7,3.6,1.8,0.7,2.0,1.9,11.8,
2012-13,27,WAS,NBA,SF,56,15,1471,4.6,11.0,.417,1.9,5.1,.364,2.7,5.9,.463,.501,1.9,2.3,.821,1.1,5.4,6.5,2.8,1.8,0.5,2.1,1.8,13.0,DPOY-17
2013-14,28,WAS,NBA,SF,77,77,2723,5.1,11.3,.456,2.4,5.8,.407,2.8,5.4,.509,.562,2.0,2.6,.772,1.3,5.0,6.3,2.5,1.7,0.3,1.7,2.4,14.6,DPOY-15
2014-15,29,HOU,NBA,SF,82,82,2930,4.5,11.2,.402,2.4,6.8,.350,2.1,4.4,.485,.509,1.5,1.8,.853,0.9,4.7,5.6,2.6,1.9,0.2,1.7,2.3,12.9,DPOY-13
2015-16,30,HOU,NBA,SF,81,81,2859,4.5,10.8,.416,2.3,6.3,.371,2.2,4.5,.478,.523,1.6,2.0,.783,0.8,3.8,4.6,2.4,2.0,0.3,1.4,2.2,12.9,DPOY-13
2016-17,31,HOU,NBA,SF,80,80,2773,4.2,10.4,.409,2.5,7.2,.344,1.8,3.2,.556,.528,1.2,1.6,.738,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2,
2017-18,32,HOU,NBA,SF,67,67,2269,4.3,10.3,.412,2.7,7.3,.368,1.6,3.0,.519,.542,1.2,1.4,.854,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4,
2018-19,33,2TM,NBA,SF,69,69,2349,4.5,11.3,.399,2.2,6.7,.334,2.3,4.6,.493,.498,2.0,2.5,.793,0.8,4.9,5.7,3.9,1.4,0.3,1.6,2.0,13.2,
2018-19,33,PHO,NBA,SF,26,26,884,3.5,9.2,.379,2.0,5.7,.360,1.5,3.6,.409,.489,1.5,1.8,.837,0.7,5.3,5.9,3.5,1.5,0.3,1.6,1.8,10.5,
2018-19,33,WAS,NBA,SF,43,43,1465,5.1,12.5,.409,2.3,7.2,.322,2.8,5.3,.528,.502,2.3,3.0,.777,0.8,4.7,5.6,4.1,1.3,0.3,1.6,2.1,14.9,
2019-20,34,2TM,NBA,SF,53,21,1493,3.4,7.8,.438,1.9,5.0,.372,1.6,2.8,.556,.557,1.5,1.8,.838,0.8,5.1,5.9,2.2,1.7,0.4,1.4,2.7,10.2,
2019-20,34,SAC,NBA,SF,32,0,791,2.9,7.5,.388,2.0,5.6,.352,1.0,2.0,.488,.518,1.0,1.2,.778,1.0,5.7,6.6,2.3,1.6,0.3,1.3,2.9,8.7,
2019-20,34,POR,NBA,SF,21,21,702,4.0,8.2,.491,1.7,4.4,.400,2.3,3.8,.595,.597,2.1,2.4,.872,0.7,4.5,5.1,2.1,1.7,0.4,1.4,2.5,11.8,
2020-21,35,MIA,NBA,SF,30,27,841,4.2,10.3,.411,2.1,6.1,.350,2.1,4.2,.500,.515,1.5,1.9,.773,1.2,5.0,6.2,2.4,1.3,0.8,0.9,2.4,12.1,
2021-22,36,LAL,NBA,SF,24,11,462,2.6,7.7,.333,1.6,5.8,.270,1.0,1.9,.520,.434,0.8,1.4,.556,0.8,5.6,6.4,2.1,1.0,0.5,0.9,1.6,7.5,
,,,,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
18 Yrs,18 Yrs,18 Yrs,18 Yrs,,1118,769,32953,4.5,10.7,.422,1.8,5.0,.351,2.8,5.7,.484,.504,1.9,2.6,.731,1.2,4.7,5.9,2.6,1.8,0.4,1.6,2.4,12.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (5 Yrs),HOU (5 Yrs),HOU (5 Yrs),HOU (5 Yrs),,382,381,13460,4.6,11.3,.406,2.3,6.6,.354,2.2,4.7,.480,.510,1.5,2.0,.756,0.8,4.5,5.3,2.5,1.8,0.3,1.4,2.1,13.0,
