Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,20,LAL,NBA,PG,72,2,15.1,1.7,4.1,.422,0.6,1.9,.328,1.1,2.2,.503,.498,0.4,0.5,.711,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1.1,4.4,
2007-08,21,LAL,NBA,PG,82,0,20.6,3.5,7.7,.461,1.4,3.7,.371,2.2,4.0,.546,.552,0.6,1.0,.679,0.5,1.8,2.2,2.7,0.9,0.1,1.3,1.3,9.1,6MOY-11
2008-09,22,LAL,NBA,PG,65,0,18.3,2.5,6.3,.391,0.8,2.2,.336,1.7,4.1,.421,.450,0.7,1.2,.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4,
2009-10,23,LAL,NBA,PG,82,0,18.0,2.7,6.3,.435,1.0,2.8,.376,1.7,3.5,.483,.518,0.7,1.0,.671,0.2,1.4,1.6,1.5,0.6,0.1,0.9,1.3,7.2,
2010-11,24,NJN,NBA,PG,73,18,24.6,3.5,8.9,.392,1.5,4.2,.359,2.0,4.8,.421,.475,1.1,1.4,.820,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,
2011-12,25,NJN,NBA,PG,39,5,21.3,3.8,8.1,.467,1.4,3.2,.440,2.4,4.9,.484,.554,1.5,1.6,.905,0.2,1.4,1.6,3.3,0.6,0.1,1.7,1.3,10.4,
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,27,LAL,NBA,PG,41,5,22.2,3.7,8.9,.415,1.7,3.9,.438,2.0,5.0,.397,.511,1.1,1.4,.746,0.5,2.0,2.5,4.9,0.9,0.2,2.3,1.6,10.1,
2014-15,28,LAC,NBA,PG,36,0,14.7,1.7,4.4,.386,1.0,2.7,.361,0.7,1.7,.426,.497,0.3,0.3,.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,
2015-16,29,MEM,NBA,PG,12,10,24.3,3.5,8.3,.420,1.3,3.8,.356,2.2,4.6,.473,.500,0.8,0.8,1.000,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2,
2016-17,30,SAC,NBA,PG,2,0,17.5,2.0,6.0,.333,2.0,4.5,.444,0.0,1.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,504,40,19.5,2.9,6.8,.423,1.2,3.1,.374,1.7,3.8,.463,.507,0.8,1.0,.739,0.3,1.6,1.9,2.9,0.8,0.1,1.4,1.4,7.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),,342,7,18.6,2.8,6.5,.429,1.1,2.9,.372,1.7,3.6,.475,.511,0.7,1.0,.671,0.3,1.6,1.9,2.5,0.8,0.1,1.3,1.3,7.3,
NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),,112,23,23.5,3.6,8.6,.416,1.5,3.8,.382,2.1,4.8,.443,.501,1.2,1.5,.853,0.3,1.8,2.1,4.4,0.8,0.1,1.8,1.6,9.9,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,36,0,14.7,1.7,4.4,.386,1.0,2.7,.361,0.7,1.7,.426,.497,0.3,0.3,.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,12,10,24.3,3.5,8.3,.420,1.3,3.8,.356,2.2,4.6,.473,.500,0.8,0.8,1.000,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,2,0,17.5,2.0,6.0,.333,2.0,4.5,.444,0.0,1.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,
