Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2002-03,19,MIL,NBA,PF,5.0,0.0,8.0,8.4,0.0,0.0,0.0,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,0.0,0.0,0.0,-0.066,-2.9,-0.3,-3.2,0.0,
2003-04,20,LAL,NBA,C,10.0,2.0,130.0,15.0,0.513,0.0,0.522,19.7,25.6,22.6,7.9,0.8,2.3,17.5,11.8,0.2,0.2,0.4,0.156,-1.1,-0.9,-2.0,0.0,
2004-05,21,CHA,NBA,PF,23.0,0.0,329.0,11.6,0.499,0.0,0.629,11.9,31.6,21.2,3.7,0.6,3.9,17.7,13.0,0.1,0.4,0.5,0.077,-3.9,-0.1,-3.9,-0.2,
2005-06,22,SAC,NBA,PF,12.0,0.0,39.0,24.4,0.635,0.0,0.286,15.2,38.6,27.0,20.8,0.0,7.5,0.0,9.3,0.2,0.1,0.2,0.293,4.8,5.0,9.8,0.1,
2006-07,23,DEN,NBA,C,22.0,3.0,125.0,11.3,0.595,0.071,1.0,13.7,29.3,21.6,5.5,0.8,4.0,33.2,10.3,0.0,0.2,0.2,0.083,-3.7,1.5,-2.1,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,72.0,5.0,631.0,13.0,0.516,0.009,0.62,14.1,30.1,21.8,6.1,0.7,3.8,19.4,12.0,0.5,0.9,1.4,0.106,-2.7,0.4,-2.3,-0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,719.0,13.0,0.516,0.009,0.62,14.1,30.1,21.8,6.1,0.7,3.8,19.4,12.0,0.5,1.1,1.6,0.106,-2.7,0.4,-2.3,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,23.0,0.0,329.0,11.6,0.499,0.0,0.629,11.9,31.6,21.2,3.7,0.6,3.9,17.7,13.0,0.1,0.4,0.5,0.077,-3.9,-0.1,-3.9,-0.2,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,22.0,3.0,125.0,11.3,0.595,0.071,1.0,13.7,29.3,21.6,5.5,0.8,4.0,33.2,10.3,0.0,0.2,0.2,0.083,-3.7,1.5,-2.1,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,12.0,0.0,39.0,24.4,0.635,0.0,0.286,15.2,38.6,27.0,20.8,0.0,7.5,0.0,9.3,0.2,0.1,0.2,0.293,4.8,5.0,9.8,0.1,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,10.0,2.0,130.0,15.0,0.513,0.0,0.522,19.7,25.6,22.6,7.9,0.8,2.3,17.5,11.8,0.2,0.2,0.4,0.156,-1.1,-0.9,-2.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,0.0,8.0,8.4,0.0,0.0,0.0,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,0.0,0.0,0.0,-0.066,-2.9,-0.3,-3.2,0.0,
