Season,Team,Lg,Salary
2003-04,Cleveland Cavaliers,NBA,"$366,931"
2004-05,Charlotte Bobcats,NBA,"$620,046"
2005-06,Miami Heat,NBA,"$1,100,000"
2006-07,Miami Heat,NBA,"$1,188,000"
2007-08,Toronto Raptors,NBA,"$5,356,000"
2008-09,Toronto Raptors,NBA,"$5,784,480"
2009-10,Philadelphia 76ers,NBA,"$6,212,960"
2010-11,Philadelphia 76ers,NBA,"$6,641,440"
2011-12,Los Angeles Lakers,NBA,"$1,223,166"
Career,(may be incomplete),,"$28,493,023"
