Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2001-02,19,CHI,NBA,C,71,31,1389,13.0,.543,.000,.730,9.3,19.8,14.4,6.5,1.1,5.0,19.8,16.6,0.4,1.4,1.8,.062,-3.3,-0.2,-3.5,-0.5,
2002-03,20,CHI,NBA,C,75,68,1827,15.8,.565,.000,.601,10.4,20.6,15.5,6.8,1.0,4.2,18.1,18.1,1.8,2.1,3.9,.102,-1.1,0.2,-0.9,0.5,
2003-04,21,CHI,NBA,PF,35,8,782,14.2,.507,.006,.747,11.1,27.0,18.9,4.7,1.1,4.1,15.3,14.2,0.7,1.2,1.9,.116,-2.1,0.3,-1.8,0.0,
2004-05,22,CHI,NBA,C,80,10,2189,16.4,.565,.005,.802,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,2.8,5.5,8.3,.183,-0.8,2.7,1.9,2.1,"DPOY-18,6MOY-11"
2005-06,23,CHI,NBA,C,79,50,2121,12.2,.567,.004,.682,14.4,24.2,19.3,5.6,1.0,3.8,25.1,10.4,1.5,3.9,5.4,.123,-2.2,1.8,-0.4,0.9,
2006-07,24,NOK,NBA,C,73,73,2525,17.0,.620,.002,.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,4.1,3.8,7.9,.150,-0.1,0.7,0.6,1.6,DPOY-9
2007-08,25,NOH,NBA,C,79,79,2783,17.5,.632,.002,.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,5.9,4.1,10.0,.172,0.7,-0.2,0.4,1.7,DPOY-11
2008-09,26,NOH,NBA,C,45,45,1445,13.4,.581,.000,.470,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,1.7,1.7,3.4,.114,-1.6,-0.9,-2.5,-0.2,
2009-10,27,CHA,NBA,C,51,27,1163,12.5,.643,.000,.826,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,0.9,2.0,2.9,.120,-3.1,1.1,-2.0,0.0,
2010-11,28,DAL,NBA,C,74,74,2059,18.4,.697,.000,.725,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,5.8,3.5,9.4,.218,0.6,1.0,1.5,1.8,"DPOY-3,DEF2"
2011-12,29,NYK,NBA,C,62,62,2061,18.7,.708,.006,.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,9.5,.220,1.2,1.1,2.3,2.2,"DPOY-1,NBA3,DEF2"
2012-13,30,NYK,NBA,C,66,66,2164,18.9,.671,.000,.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,6.7,2.6,9.3,.207,1.5,-0.3,1.3,1.8,"DPOY-13,AS,DEF1"
2013-14,31,NYK,NBA,C,55,55,1662,16.4,.615,.003,.481,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,3.1,1.9,4.9,.143,0.3,-0.1,0.2,0.9,
2014-15,32,DAL,NBA,C,75,75,2286,20.1,.697,.000,.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,7.2,3.1,10.3,.216,2.4,0.2,2.6,2.7,
2015-16,33,PHO,NBA,C,66,60,1618,14.7,.606,.003,.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,2.1,1.6,3.8,.112,-0.8,-0.2,-1.1,0.4,
2016-17,34,PHO,NBA,C,47,46,1298,16.6,.703,.000,.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,.151,0.7,-0.3,0.3,0.8,
2017-18,35,PHO,NBA,C,46,46,1151,14.2,.658,.000,.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,1.9,0.8,2.7,.111,-0.8,-0.6,-1.4,0.2,
