Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2001-02,21,NJN,NBA,SF,20.0,0.0,441.0,4.3,9.3,0.465,0.0,0.2,0.0,4.3,9.1,0.473,0.465,2.7,4.9,0.55,1.3,6.2,7.5,2.0,0.9,0.7,2.1,3.3,11.3,
2002-03,22,NJN,NBA,SF,20.0,20.0,711.0,5.6,11.7,0.476,0.0,0.2,0.0,5.6,11.5,0.482,0.476,3.1,4.3,0.718,1.5,5.0,6.4,2.4,0.8,0.2,2.3,3.4,14.2,
2003-04,23,NJN,NBA,SF,11.0,11.0,460.0,5.2,12.4,0.418,0.7,2.6,0.273,4.5,9.8,0.456,0.446,6.0,8.5,0.713,1.1,4.3,5.4,3.3,1.1,0.6,3.4,2.7,17.1,
2004-05,24,NJN,NBA,SF,4.0,1.0,140.0,5.1,12.9,0.4,0.5,2.6,0.2,4.6,10.3,0.45,0.42,5.4,8.0,0.677,2.1,3.6,5.7,2.3,0.8,0.0,2.1,3.6,16.2,
2005-06,25,NJN,NBA,SF,11.0,11.0,437.0,7.4,13.6,0.545,1.0,2.4,0.414,6.4,11.2,0.574,0.582,4.3,5.2,0.825,0.6,3.1,3.7,3.7,0.8,0.3,2.5,2.6,20.1,
2006-07,26,NJN,NBA,SF,12.0,12.0,489.0,6.0,12.4,0.482,1.0,2.9,0.325,5.0,9.4,0.531,0.521,4.5,4.9,0.924,0.3,4.6,4.9,2.0,0.7,0.4,2.0,1.8,17.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,29,SAS,NBA,SF,10.0,10.0,334.0,3.7,7.5,0.486,0.1,0.5,0.2,3.6,7.0,0.508,0.493,2.7,3.6,0.758,0.9,4.9,5.7,1.9,0.6,0.6,1.6,2.2,10.1,
2010-11,30,SAS,NBA,SF,6.0,6.0,176.0,2.5,6.3,0.387,1.2,3.5,0.353,1.2,2.9,0.429,0.484,1.8,2.3,0.818,0.4,4.7,5.1,1.0,0.6,0.6,1.2,2.7,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,32,GSW,NBA,SF,7.0,0.0,39.0,3.7,8.3,0.444,1.8,2.8,0.667,1.8,5.5,0.333,0.556,2.8,8.3,0.333,1.8,4.6,6.5,0.9,0.9,0.9,0.0,4.6,12.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,34,DAL,NBA,SF,4.0,2.0,51.0,3.5,9.9,0.357,2.1,5.6,0.375,1.4,4.2,0.333,0.464,1.4,1.4,1.0,0.0,1.4,1.4,0.7,1.4,0.0,2.1,6.4,10.6,
2015-16,35,CLE,NBA,SF,21.0,2.0,381.0,4.2,7.9,0.524,1.0,2.6,0.393,3.1,5.3,0.589,0.589,1.4,1.9,0.75,1.5,5.5,7.0,1.3,0.9,0.1,1.2,3.2,10.8,
2016-17,36,CLE,NBA,SF,14.0,0.0,179.0,3.2,7.6,0.421,1.0,3.8,0.263,2.2,3.8,0.579,0.487,3.6,5.6,0.643,2.0,3.0,5.0,1.4,0.4,0.6,1.6,6.0,11.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,140.0,75.0,3838.0,5.0,10.6,0.473,0.6,1.8,0.325,4.4,8.8,0.504,0.501,3.5,4.8,0.731,1.1,4.6,5.7,2.3,0.8,0.4,2.1,3.0,14.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (6 Yrs),NJN (6 Yrs),NJN (6 Yrs),NJN (6 Yrs),,78.0,55.0,2678.0,5.6,11.9,0.474,0.5,1.6,0.308,5.2,10.3,0.499,0.494,4.1,5.6,0.738,1.0,4.6,5.7,2.6,0.8,0.4,2.4,2.8,15.9,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,35.0,2.0,560.0,3.9,7.8,0.492,1.0,3.0,0.34,2.8,4.8,0.587,0.557,2.1,3.1,0.688,1.7,4.7,6.4,1.4,0.8,0.3,1.4,4.1,10.9,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,16.0,16.0,510.0,3.2,7.1,0.455,0.5,1.6,0.318,2.8,5.6,0.494,0.49,2.4,3.1,0.773,0.7,4.8,5.5,1.6,0.6,0.6,1.5,2.3,9.4,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,7.0,0.0,39.0,3.7,8.3,0.444,1.8,2.8,0.667,1.8,5.5,0.333,0.556,2.8,8.3,0.333,1.8,4.6,6.5,0.9,0.9,0.9,0.0,4.6,12.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,4.0,2.0,51.0,3.5,9.9,0.357,2.1,5.6,0.375,1.4,4.2,0.333,0.464,1.4,1.4,1.0,0.0,1.4,1.4,0.7,1.4,0.0,2.1,6.4,10.6,
