Season,Team,Lg,Salary
2005-06,Detroit Pistons,NBA,"$905,640"
2006-07,Detroit Pistons,NBA,"$973,440"
2007-08,Detroit Pistons,NBA,"$1,041,360"
2008-09,Detroit Pistons,NBA,"$1,877,572"
2009-10,Detroit Pistons,NBA,"$5,000,000"
2010-11,Detroit Pistons,NBA,"$5,000,000"
2011-12,Detroit Pistons,NBA,"$5,000,000"
2012-13,Detroit Pistons,NBA,"$5,000,000"
2013-14,Orlando Magic,NBA,"$2,500,000"
2014-15,Charlotte Hornets,NBA,"$1,316,809"
Career,(may be incomplete),,"$28,614,821"
