Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,21,WAS,NBA,SF,30,3,343,6.8,15.0,.453,0.6,2.2,.286,6.2,12.8,.481,.474,3.5,4.8,.733,4.0,4.3,8.2,2.7,2.1,0.8,2.2,4.9,17.7,108,107,
2002-03,22,WAS,NBA,SG,36,2,378,6.3,16.1,.393,0.0,0.7,.000,6.3,15.4,.411,.393,4.6,5.0,.914,4.8,6.3,11.1,2.9,1.4,0.4,1.2,7.3,17.3,110,106,
2003-04,23,LAC,NBA,SF,56,8,1376,5.6,14.3,.394,0.1,0.5,.167,5.6,13.8,.402,.397,5.4,6.5,.834,4.4,5.6,10.0,3.7,2.0,0.7,2.8,6.5,16.8,105,109,
2004-05,24,LAC,NBA,SF,75,74,2799,9.1,19.6,.466,1.0,2.2,.435,8.2,17.4,.470,.491,4.4,5.3,.846,2.5,6.1,8.6,3.9,2.0,0.3,2.6,4.4,23.6,110,107,MIP-1
2005-06,25,MIL,NBA,SF,75,74,2538,7.6,16.8,.453,2.2,5.2,.420,5.4,11.6,.468,.518,3.4,4.1,.825,1.9,5.0,6.9,3.6,1.8,0.4,2.5,5.3,20.8,110,108,
2006-07,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2007-08,27,MIL,NBA,SF,70,21,1521,7.2,17.1,.421,2.1,5.9,.351,5.1,11.2,.458,.482,1.8,2.4,.757,2.3,5.5,7.8,2.8,1.7,0.2,2.7,4.8,18.3,100,114,
2008-09,28,NJN,NBA,SF,71,44,1729,6.1,13.6,.449,3.6,8.1,.447,2.5,5.5,.453,.582,1.3,1.8,.741,2.2,6.3,8.6,2.8,1.5,0.3,1.9,5.7,17.2,116,112,
2009-10,29,NJN,NBA,PF,23,2,395,5.6,15.6,.359,2.7,8.4,.317,2.9,7.2,.407,.444,2.4,2.7,.900,1.5,6.9,8.4,2.0,2.0,0.4,2.5,6.9,16.2,94,110,
2010-11,30,SAS,NBA,SF,2,0,16,0.0,9.8,.000,0.0,9.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.5,0.0,40,114,
2011-12,31,LAC,NBA,SF,28,0,418,3.6,11.6,.311,2.6,7.7,.333,1.0,3.9,.267,.422,0.5,0.9,.571,2.2,4.9,7.1,1.4,1.9,0.4,1.3,5.3,10.3,95,108,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,466,228,11513,7.2,16.4,.437,1.7,4.4,.396,5.4,12.0,.452,.490,3.3,4.0,.823,2.6,5.7,8.3,3.3,1.8,0.4,2.4,5.3,19.4,108,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),,159,82,4593,7.6,17.2,.439,0.8,2.2,.385,6.7,15.1,.446,.463,4.4,5.2,.837,3.0,5.9,8.9,3.6,2.0,0.4,2.5,5.1,20.3,108,107,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,145,95,4059,7.5,16.9,.441,2.1,5.5,.392,5.3,11.4,.464,.504,2.8,3.5,.807,2.0,5.2,7.2,3.3,1.8,0.3,2.6,5.1,19.9,106,110,
NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),,94,46,2124,6.0,14.0,.430,3.4,8.1,.422,2.6,5.8,.442,.553,1.5,2.0,.782,2.1,6.4,8.5,2.7,1.6,0.3,2.0,6.0,17.0,111,111,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,66,5,721,6.6,15.6,.420,0.3,1.4,.211,6.3,14.2,.441,.430,4.1,4.9,.831,4.4,5.4,9.7,2.8,1.7,0.6,1.7,6.2,17.5,109,106,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,2,0,16,0.0,9.8,.000,0.0,9.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.5,0.0,40,114,
