Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,19,PHI,NBA,PG,73.0,51.0,1767.0,4.7,10.6,0.442,1.3,3.2,0.39,3.4,7.4,0.465,0.502,1.3,1.8,0.756,1.1,2.8,3.9,5.7,1.6,0.4,3.2,3.1,12.0,
2010-11,20,PHI,NBA,PG,82.0,82.0,2901.0,5.5,12.4,0.446,1.0,2.8,0.365,4.5,9.6,0.47,0.487,2.1,2.6,0.823,0.8,3.3,4.1,6.6,1.5,0.4,2.7,2.5,14.2,
2011-12,21,PHI,NBA,PG,65.0,65.0,2196.0,5.9,13.7,0.432,1.1,2.8,0.38,4.8,10.9,0.445,0.471,1.5,2.0,0.783,0.9,2.5,3.5,4.8,1.7,0.3,2.2,2.2,14.4,
2012-13,22,PHI,NBA,PG,78.0,78.0,2926.0,6.8,15.8,0.431,1.1,3.0,0.368,5.7,12.8,0.446,0.466,2.2,3.0,0.752,1.1,3.0,4.0,7.7,1.5,0.4,3.6,2.1,17.0,AS
2013-14,23,NOP,NBA,PG,34.0,34.0,1143.0,6.4,14.3,0.447,0.9,2.4,0.39,5.4,11.9,0.459,0.48,1.6,2.0,0.81,0.9,3.6,4.5,8.4,1.8,0.4,3.3,2.9,15.3,
2014-15,24,NOP,NBA,PG,40.0,37.0,1303.0,6.6,14.8,0.446,1.4,3.7,0.378,5.2,11.0,0.469,0.493,1.8,2.1,0.855,0.9,2.8,3.7,7.6,1.7,0.6,2.5,3.0,16.4,
2015-16,25,NOP,NBA,PG,65.0,23.0,1831.0,8.1,18.4,0.439,1.7,5.1,0.336,6.4,13.3,0.478,0.485,3.6,4.2,0.843,0.5,3.3,3.8,7.7,1.7,0.4,3.3,2.9,21.4,6MOY-16
2016-17,26,NOP,NBA,PG,67.0,61.0,2190.0,6.7,14.7,0.454,1.6,4.6,0.356,5.0,10.1,0.498,0.51,2.0,2.8,0.708,0.8,3.6,4.3,8.0,1.6,0.7,3.2,2.2,16.9,
2017-18,27,NOP,NBA,SG,81.0,81.0,2927.0,7.6,15.3,0.494,1.5,4.4,0.337,6.1,10.9,0.557,0.543,2.3,2.9,0.786,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,18.9,"DPOY-7,DEF1"
2018-19,28,NOP,NBA,SG,67.0,67.0,2402.0,8.2,17.4,0.472,1.8,5.4,0.325,6.4,11.9,0.539,0.523,3.1,4.1,0.768,1.1,3.9,5.0,7.8,1.6,0.8,3.1,2.2,21.3,DEF2
2019-20,29,NOP,NBA,SG,61.0,61.0,2117.0,7.8,17.1,0.455,2.1,5.9,0.353,5.7,11.2,0.509,0.516,2.2,3.1,0.709,1.3,3.7,5.0,6.9,1.7,0.8,3.1,2.5,19.8,
2020-21,30,MIL,NBA,PG,59.0,56.0,1907.0,7.8,15.5,0.503,2.1,5.3,0.392,5.7,10.2,0.561,0.57,2.0,2.6,0.787,1.4,3.7,5.1,6.7,1.8,0.7,2.4,1.9,19.7,"DPOY-8,DEF1"
