Season,Team,Lg,Salary
2008-09,Chicago Bulls,NBA,"$4,822,800"
2009-10,Chicago Bulls,NBA,"$5,184,480"
2010-11,Chicago Bulls,NBA,"$5,546,160"
2011-12,Chicago Bulls,NBA,"$6,993,708"
2012-13,Chicago Bulls,NBA,"$16,402,500"
2013-14,Chicago Bulls,NBA,"$17,632,688"
2014-15,Chicago Bulls,NBA,"$18,862,875"
2015-16,Chicago Bulls,NBA,"$20,093,063"
2016-17,New York Knicks,NBA,"$21,323,250"
2017-18,Cleveland Cavaliers,NBA,"$1,356,709"
2017-18,Utah Jazz,NBA,"$749,761"
2017-18,Minnesota Timberwolves,NBA,"$290,951"
2018-19,Minnesota Timberwolves,NBA,"$2,176,260"
2019-20,Detroit Pistons,NBA,"$7,317,073"
2020-21,New York Knicks,NBA,"$7,682,926"
2021-22,New York Knicks,NBA,"$13,445,120"
2022-23,New York Knicks,NBA,"$14,520,730"
2023-24,Memphis Grizzlies,NBA,"$3,196,448"
Career,(may be incomplete),,"$167,597,502"
