Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2016-17,19,PHO,NBA,PF,82.0,75.0,1743.0,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1,ROY-7
2017-18,20,PHO,NBA,PF,72.0,49.0,1527.0,11.1,0.509,0.398,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3,
2018-19,21,2TM,NBA,PF,43.0,2.0,499.0,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-5.7,-1.9,-7.5,-0.7,
2018-19,21,HOU,NBA,PF,16.0,0.0,104.0,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.6,-1.7,-11.2,-0.2,
2018-19,21,CLE,NBA,PF,27.0,2.0,395.0,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-4.6,-1.9,-6.6,-0.5,
2019-20,22,GSW,NBA,PF,59.0,21.0,1196.0,19.5,0.604,0.101,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.0,0.6,0.6,0.8,
2020-21,23,GSW,NBA,PF,2.0,0.0,27.0,11.8,0.412,0.357,0.286,12.0,38.9,25.6,11.0,0.0,6.5,11.3,28.1,-0.1,0.1,0.0,-0.03,-2.4,0.3,-2.1,0.0,
2021-22,24,DAL,NBA,PF,34.0,0.0,346.0,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0.0,-3.8,-0.2,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,292.0,147.0,5338.0,13.4,0.531,0.305,0.317,7.2,20.9,13.9,8.6,1.7,3.6,14.4,19.3,1.1,5.4,6.5,0.058,-2.4,0.1,-2.4,-0.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,41.0,1499.0,13.4,0.531,0.305,0.317,7.2,20.9,13.9,8.6,1.7,3.6,14.4,19.3,0.3,1.5,1.8,0.058,-2.4,0.1,-2.4,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,154.0,124.0,3270.0,11.8,0.52,0.373,0.306,5.6,19.2,12.2,6.6,1.7,3.5,14.6,19.0,-0.5,3.0,2.5,0.037,-2.7,0.2,-2.5,-0.4,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,61.0,21.0,1223.0,19.3,0.598,0.11,0.401,10.0,23.9,16.7,15.2,1.5,4.7,14.6,19.2,2.0,1.4,3.4,0.132,0.0,0.5,0.5,0.8,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,34.0,0.0,346.0,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0.0,-3.8,-0.2,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,27.0,2.0,395.0,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-4.6,-1.9,-6.6,-0.5,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,16.0,0.0,104.0,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.6,-1.7,-11.2,-0.2,
