Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2009-10,22,NOH,NBA,SG,73.0,17.0,1872.0,17.4,0.55,0.354,0.2,4.4,8.9,6.6,10.3,1.6,0.4,7.3,25.3,3.1,0.9,4.0,0.103,2.3,-1.4,0.9,1.4,6MOY-10
2010-11,23,2TM,NBA,SG,73.0,23.0,1775.0,16.5,0.525,0.297,0.228,4.0,13.3,8.6,13.2,1.9,0.4,9.5,24.9,1.9,1.6,3.5,0.095,1.4,-0.4,1.0,1.3,
2010-11,23,NOH,NBA,SG,46.0,0.0,745.0,14.0,0.494,0.278,0.198,4.1,17.4,10.7,10.3,1.4,0.4,9.2,25.6,0.0,0.9,0.9,0.057,0.2,-0.5,-0.3,0.3,
2010-11,23,SAC,NBA,SG,27.0,23.0,1030.0,18.2,0.547,0.311,0.249,3.9,10.3,7.0,15.3,2.2,0.4,9.6,24.4,1.9,0.8,2.6,0.123,2.3,-0.4,1.9,1.0,
2011-12,24,SAC,NBA,SG,51.0,51.0,1780.0,17.4,0.544,0.386,0.203,4.9,6.7,5.8,9.4,2.0,0.5,8.8,23.4,3.7,0.1,3.8,0.103,2.4,-1.4,1.1,1.4,
2012-13,25,SAC,NBA,SG,72.0,8.0,1726.0,16.3,0.552,0.49,0.163,3.2,9.0,6.0,9.0,1.8,0.2,7.6,23.1,3.1,0.1,3.2,0.089,2.3,-2.0,0.3,1.0,
2013-14,26,2TM,NBA,SG,72.0,27.0,1741.0,12.0,0.511,0.495,0.175,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,1.0,1.0,2.0,0.055,-0.4,-1.1,-1.5,0.2,
2013-14,26,SAC,NBA,SG,46.0,26.0,1121.0,9.7,0.484,0.48,0.139,3.9,8.7,6.2,6.6,1.4,0.6,8.8,17.1,0.4,0.5,0.9,0.038,-1.4,-0.9,-2.3,-0.1,
2013-14,26,BRK,NBA,SG,26.0,1.0,620.0,16.1,0.547,0.515,0.226,3.5,10.8,7.1,8.6,2.3,0.4,9.0,24.4,0.6,0.5,1.1,0.087,1.6,-1.6,0.0,0.3,
2014-15,27,2TM,NBA,SG,48.0,0.0,721.0,15.0,0.514,0.414,0.162,3.4,9.7,6.5,8.2,1.9,0.8,6.8,24.1,0.6,0.7,1.2,0.083,1.6,-0.4,1.2,0.6,
2014-15,27,BOS,NBA,SG,39.0,0.0,640.0,15.8,0.531,0.407,0.167,3.2,9.4,6.2,8.8,1.6,0.8,6.3,23.9,0.8,0.6,1.4,0.104,2.5,-0.5,2.0,0.7,
2014-15,27,PHO,NBA,SG,9.0,0.0,81.0,8.3,0.379,0.475,0.125,5.4,12.3,8.8,3.9,3.7,0.0,10.6,25.6,-0.2,0.1,-0.1,-0.077,-5.3,0.4,-4.9,-0.1,
2015-16,28,2TM,NBA,SG,61.0,8.0,1109.0,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,1.0,0.7,1.7,0.074,0.9,-1.4,-0.5,0.4,
2015-16,28,HOU,NBA,SG,47.0,6.0,885.0,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8.0,24.3,0.9,0.4,1.3,0.072,1.1,-1.9,-0.8,0.2,
2015-16,28,WAS,NBA,SG,14.0,2.0,224.0,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,0.1,0.3,0.4,0.08,0.4,0.4,0.8,0.2,
2016-17,29,WAS,NBA,SG,33.0,1.0,575.0,10.4,0.494,0.381,0.129,4.3,10.5,7.5,10.1,1.6,0.4,10.1,18.7,0.1,0.4,0.5,0.042,-1.7,-0.7,-2.4,-0.1,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,483.0,135.0,11299.0,15.5,0.531,0.41,0.185,4.0,9.7,6.8,10.1,1.8,0.4,8.3,23.2,14.5,5.5,20.0,0.085,1.4,-1.2,0.2,6.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1918.0,15.5,0.531,0.41,0.185,4.0,9.7,6.8,10.1,1.8,0.4,8.3,23.2,2.5,0.9,3.4,0.085,1.4,-1.2,0.2,1.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),,196.0,108.0,5657.0,15.7,0.538,0.419,0.189,4.0,8.5,6.2,9.8,1.9,0.4,8.6,22.2,9.0,1.5,10.5,0.089,1.6,-1.3,0.3,3.2,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,119.0,17.0,2617.0,16.5,0.535,0.334,0.2,4.3,11.3,7.8,10.3,1.5,0.4,7.9,25.4,3.1,1.8,4.9,0.09,1.7,-1.2,0.6,1.7,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,47.0,3.0,799.0,11.8,0.498,0.423,0.151,4.1,11.6,7.8,11.0,2.0,0.4,9.6,20.5,0.2,0.7,0.9,0.053,-1.1,-0.4,-1.5,0.1,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,47.0,6.0,885.0,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8.0,24.3,0.9,0.4,1.3,0.072,1.1,-1.9,-0.8,0.2,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,39.0,0.0,640.0,15.8,0.531,0.407,0.167,3.2,9.4,6.2,8.8,1.6,0.8,6.3,23.9,0.8,0.6,1.4,0.104,2.5,-0.5,2.0,0.7,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,26.0,1.0,620.0,16.1,0.547,0.515,0.226,3.5,10.8,7.1,8.6,2.3,0.4,9.0,24.4,0.6,0.5,1.1,0.087,1.6,-1.6,0.0,0.3,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,9.0,0.0,81.0,8.3,0.379,0.475,0.125,5.4,12.3,8.8,3.9,3.7,0.0,10.6,25.6,-0.2,0.1,-0.1,-0.077,-5.3,0.4,-4.9,-0.1,
