Season,Team,Lg,Salary
2008-09,Cleveland Cavaliers,NBA,"$1,329,480"
2009-10,Cleveland Cavaliers,NBA,"$1,429,200"
2010-11,Cleveland Cavaliers,NBA,"$1,528,920"
2011-12,Sacramento Kings,NBA,"$2,354,537"
2012-13,Portland Trail Blazers,NBA,"$4,000,000"
2013-14,Denver Nuggets,NBA,"$5,150,000"
2014-15,Denver Nuggets,NBA,"$5,381,750"
2015-16,Denver Nuggets,NBA,"$5,613,500"
2015-16,Washington Wizards,NBA,"$366,337"
Career,(may be incomplete),,"$27,153,724"
