Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,22,NOK,NBA,C,56,5,634,3.9,7.1,.544,0.0,0.0,,3.9,7.1,.544,.544,2.3,3.8,.597,3.3,5.2,8.5,0.6,0.7,1.5,2.0,4.5,10.0,
2007-08,23,NOH,NBA,C,65,3,732,3.3,7.3,.453,0.0,0.0,,3.3,7.3,.453,.453,2.2,3.4,.629,3.2,4.8,8.0,1.1,0.7,1.7,2.9,6.4,8.8,
2008-09,24,NOH,NBA,C,70,29,1092,4.5,8.1,.561,0.0,0.1,.000,4.5,8.0,.566,.561,2.0,3.2,.633,2.7,3.8,6.4,1.0,0.9,1.5,2.6,6.0,11.1,
2009-10,25,3TM,NBA,PF,33,0,335,3.0,8.5,.354,0.0,0.1,.000,3.0,8.4,.359,.354,1.6,3.4,.469,2.9,5.8,8.7,2.3,1.6,1.3,2.4,6.3,7.6,
2009-10,25,NOH,NBA,PF,18,0,239,2.9,7.5,.380,0.0,0.0,,2.9,7.5,.380,.380,2.0,4.2,.464,2.6,6.6,9.2,2.4,1.2,1.2,2.0,6.6,7.7,
2009-10,25,SAC,NBA,C,6,0,56,2.6,7.7,.333,0.0,0.0,,2.6,7.7,.333,.333,1.3,1.3,1.000,3.2,5.8,9.0,1.3,1.3,2.6,2.6,3.2,6.4,
2009-10,25,HOU,NBA,C,9,0,40,4.5,15.3,.294,0.0,0.9,.000,4.5,14.4,.313,.294,0.0,1.8,.000,4.5,0.9,5.4,2.7,4.5,0.0,4.5,9.0,9.0,
2010-11,26,2TM,NBA,C,53,2,488,2.7,5.6,.487,0.1,0.3,.500,2.6,5.3,.486,.500,1.2,2.4,.485,3.1,6.6,9.7,1.0,1.3,1.5,2.1,6.2,6.8,
2010-11,26,WAS,NBA,C,41,2,412,2.7,5.6,.484,0.1,0.3,.333,2.6,5.3,.492,.492,1.2,2.0,.609,3.4,6.6,10.0,0.9,1.3,1.4,2.2,6.6,6.7,
2010-11,26,ATL,NBA,C,12,0,76,2.8,5.7,.500,0.5,0.5,1.000,2.4,5.2,.455,.542,0.9,4.7,.200,1.4,6.6,8.1,1.9,1.4,2.4,1.4,4.3,7.1,
