Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,23,ORL,NBA,SG,77.0,42.0,1939.0,243.0,540.0,0.45,82.0,203.0,0.404,161.0,337.0,0.478,0.526,78.0,94.0,0.83,18.0,160.0,178.0,91.0,76.0,14.0,69.0,157.0,646.0,0.0,ROY-11
2009-10,24,NJN,NBA,SG,71.0,66.0,2375.0,338.0,775.0,0.436,76.0,225.0,0.338,262.0,550.0,0.476,0.485,133.0,153.0,0.869,60.0,192.0,252.0,121.0,93.0,20.0,76.0,130.0,885.0,0.0,
2010-11,25,HOU,NBA,SG,81.0,1.0,1723.0,253.0,576.0,0.439,71.0,174.0,0.408,182.0,402.0,0.453,0.501,95.0,120.0,0.792,51.0,158.0,209.0,100.0,58.0,18.0,68.0,102.0,672.0,0.0,
2011-12,26,HOU,NBA,SG,58.0,26.0,1757.0,251.0,580.0,0.433,87.0,217.0,0.401,164.0,363.0,0.452,0.508,71.0,86.0,0.826,26.0,133.0,159.0,88.0,68.0,22.0,64.0,106.0,660.0,0.0,
2012-13,27,BOS,NBA,SG,78.0,39.0,1941.0,246.0,530.0,0.464,58.0,156.0,0.372,188.0,374.0,0.503,0.519,62.0,72.0,0.861,31.0,159.0,190.0,143.0,89.0,21.0,84.0,139.0,612.0,0.0,
2013-14,28,2TM,NBA,SG,79.0,47.0,1973.0,295.0,614.0,0.48,72.0,194.0,0.371,223.0,420.0,0.531,0.539,99.0,112.0,0.884,29.0,158.0,187.0,115.0,65.0,28.0,73.0,127.0,761.0,0.0,
2013-14,28,BOS,NBA,SG,30.0,0.0,504.0,90.0,183.0,0.492,23.0,52.0,0.442,67.0,131.0,0.511,0.555,18.0,22.0,0.818,8.0,41.0,49.0,32.0,20.0,9.0,25.0,37.0,221.0,0.0,
2013-14,28,MEM,NBA,SG,49.0,47.0,1469.0,205.0,431.0,0.476,49.0,142.0,0.345,156.0,289.0,0.54,0.532,81.0,90.0,0.9,21.0,117.0,138.0,83.0,45.0,19.0,48.0,90.0,540.0,0.0,
2014-15,29,MEM,NBA,SG,77.0,74.0,2354.0,288.0,643.0,0.448,90.0,224.0,0.402,198.0,419.0,0.473,0.518,111.0,129.0,0.86,21.0,157.0,178.0,151.0,75.0,12.0,78.0,129.0,777.0,0.0,
2015-16,30,2TM,NBA,SG,79.0,65.0,2334.0,290.0,639.0,0.454,82.0,217.0,0.378,208.0,422.0,0.493,0.518,99.0,118.0,0.839,29.0,176.0,205.0,136.0,85.0,28.0,72.0,134.0,761.0,0.0,
2015-16,30,MEM,NBA,SG,51.0,37.0,1489.0,192.0,419.0,0.458,51.0,138.0,0.37,141.0,281.0,0.502,0.519,76.0,92.0,0.826,19.0,99.0,118.0,76.0,52.0,16.0,49.0,79.0,511.0,0.0,
2015-16,30,CHO,NBA,SG,28.0,28.0,845.0,98.0,220.0,0.445,31.0,79.0,0.392,67.0,141.0,0.475,0.516,23.0,26.0,0.885,10.0,77.0,87.0,60.0,33.0,12.0,23.0,55.0,250.0,0.0,
2016-17,31,NYK,NBA,SG,77.0,74.0,2459.0,321.0,704.0,0.456,108.0,269.0,0.401,213.0,435.0,0.49,0.533,85.0,98.0,0.867,53.0,206.0,259.0,179.0,81.0,24.0,69.0,141.0,835.0,0.0,
2017-18,32,NYK,NBA,SG,76.0,69.0,2310.0,343.0,755.0,0.454,113.0,278.0,0.406,230.0,477.0,0.482,0.529,114.0,124.0,0.919,30.0,194.0,224.0,180.0,80.0,17.0,84.0,109.0,913.0,0.0,
2018-19,33,2TM,NBA,SG,34.0,6.0,428.0,53.0,129.0,0.411,16.0,55.0,0.291,37.0,74.0,0.5,0.473,14.0,21.0,0.667,9.0,45.0,54.0,37.0,21.0,3.0,14.0,32.0,136.0,0.0,
2018-19,33,NYK,NBA,SG,12.0,2.0,160.0,21.0,47.0,0.447,5.0,16.0,0.313,16.0,31.0,0.516,0.5,9.0,14.0,0.643,6.0,21.0,27.0,16.0,8.0,2.0,5.0,13.0,56.0,0.0,
2018-19,33,DAL,NBA,SG,22.0,4.0,268.0,32.0,82.0,0.39,11.0,39.0,0.282,21.0,43.0,0.488,0.457,5.0,7.0,0.714,3.0,24.0,27.0,21.0,13.0,1.0,9.0,19.0,80.0,0.0,
2019-20,34,DAL,NBA,SG,24.0,9.0,345.0,40.0,82.0,0.488,21.0,47.0,0.447,19.0,35.0,0.543,0.616,6.0,7.0,0.857,7.0,25.0,32.0,12.0,18.0,6.0,11.0,33.0,107.0,0.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,811.0,518.0,21938.0,2961.0,6567.0,0.451,876.0,2259.0,0.388,2085.0,4308.0,0.484,0.518,967.0,1134.0,0.853,364.0,1763.0,2127.0,1353.0,809.0,213.0,762.0,1339.0,7765.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,52.0,2218.0,299.0,664.0,0.451,89.0,228.0,0.388,211.0,436.0,0.484,0.518,98.0,115.0,0.853,37.0,178.0,215.0,137.0,82.0,22.0,77.0,135.0,785.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,177.0,158.0,5312.0,685.0,1493.0,0.459,190.0,504.0,0.377,495.0,989.0,0.501,0.522,268.0,311.0,0.862,61.0,373.0,434.0,310.0,172.0,47.0,175.0,298.0,1828.0,0.0,
NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),,165.0,145.0,4929.0,685.0,1506.0,0.455,226.0,563.0,0.401,459.0,943.0,0.487,0.53,208.0,236.0,0.881,89.0,421.0,510.0,375.0,169.0,43.0,158.0,263.0,1804.0,0.0,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,139.0,27.0,3480.0,504.0,1156.0,0.436,158.0,391.0,0.404,346.0,765.0,0.452,0.504,166.0,206.0,0.806,77.0,291.0,368.0,188.0,126.0,40.0,132.0,208.0,1332.0,0.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,108.0,39.0,2445.0,336.0,713.0,0.471,81.0,208.0,0.389,255.0,505.0,0.505,0.528,80.0,94.0,0.851,39.0,200.0,239.0,175.0,109.0,30.0,109.0,176.0,833.0,0.0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,46.0,13.0,613.0,72.0,164.0,0.439,32.0,86.0,0.372,40.0,78.0,0.513,0.537,11.0,14.0,0.786,10.0,49.0,59.0,33.0,31.0,7.0,20.0,52.0,187.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,77.0,42.0,1939.0,243.0,540.0,0.45,82.0,203.0,0.404,161.0,337.0,0.478,0.526,78.0,94.0,0.83,18.0,160.0,178.0,91.0,76.0,14.0,69.0,157.0,646.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,71.0,66.0,2375.0,338.0,775.0,0.436,76.0,225.0,0.338,262.0,550.0,0.476,0.485,133.0,153.0,0.869,60.0,192.0,252.0,121.0,93.0,20.0,76.0,130.0,885.0,0.0,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,28.0,28.0,845.0,98.0,220.0,0.445,31.0,79.0,0.392,67.0,141.0,0.475,0.516,23.0,26.0,0.885,10.0,77.0,87.0,60.0,33.0,12.0,23.0,55.0,250.0,0.0,
