Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,22,CHA,NBA,C,27.0,0.0,185.0,3.9,7.0,0.556,0.0,0.0,,3.9,7.0,0.556,0.556,4.7,7.8,0.6,2.1,3.9,6.0,0.2,0.8,1.4,3.1,7.8,12.5,
2007-08,23,CHA,NBA,PF,60.0,1.0,532.0,3.1,6.4,0.489,0.0,0.0,,3.1,6.4,0.489,0.489,3.7,5.5,0.671,3.6,3.7,7.2,0.9,0.7,2.0,1.7,6.5,9.9,
2008-09,24,2TM,NBA,C,45.0,3.0,444.0,4.1,7.6,0.532,0.0,0.0,,4.1,7.6,0.532,0.532,3.5,5.8,0.597,3.7,4.1,7.9,0.6,0.6,2.6,1.9,6.3,11.6,
2008-09,24,CHA,NBA,C,18.0,1.0,184.0,3.7,6.8,0.543,0.0,0.0,,3.7,6.8,0.543,0.543,5.1,7.6,0.667,3.7,3.3,7.0,0.8,0.6,3.3,2.0,6.7,12.5,
2008-09,24,DAL,NBA,C,27.0,2.0,260.0,4.3,8.2,0.525,0.0,0.0,,4.3,8.2,0.525,0.525,2.4,4.6,0.515,3.7,4.7,8.4,0.4,0.6,2.1,1.9,6.1,10.9,
2009-10,25,MIN,NBA,C,73.0,27.0,1223.0,5.0,8.9,0.558,0.0,0.0,0.0,5.0,8.9,0.56,0.558,3.2,4.7,0.69,2.3,3.8,6.1,1.5,0.6,1.1,2.8,5.9,13.2,
2010-11,26,CLE,NBA,C,70.0,16.0,1182.0,4.0,6.7,0.598,0.0,0.0,,4.0,6.7,0.598,0.598,3.4,5.0,0.681,2.1,3.5,5.7,0.8,0.7,1.3,2.0,6.1,11.4,
2011-12,27,2TM,NBA,C,39.0,8.0,522.0,3.2,5.8,0.548,0.0,0.0,,3.2,5.8,0.548,0.548,2.7,5.2,0.52,2.3,3.3,5.7,0.6,0.3,1.2,2.4,5.4,9.0,
2011-12,27,CLE,NBA,C,24.0,7.0,362.0,2.8,5.6,0.5,0.0,0.0,,2.8,5.6,0.5,0.5,3.3,5.5,0.6,2.5,3.1,5.6,0.6,0.4,1.2,2.4,5.5,8.9,
2011-12,27,BOS,NBA,C,15.0,1.0,160.0,4.1,6.3,0.643,0.0,0.0,,4.1,6.3,0.643,0.643,1.4,4.5,0.3,2.0,3.8,5.9,0.7,0.2,1.1,2.5,5.2,9.5,
2012-13,28,LAC,NBA,C,60.0,0.0,663.0,3.8,6.2,0.614,0.0,0.0,,3.8,6.2,0.614,0.614,3.6,4.8,0.75,2.7,4.8,7.5,0.6,0.3,1.8,2.4,7.2,11.2,
2013-14,29,LAC,NBA,PF,61.0,0.0,482.0,4.0,5.4,0.736,0.0,0.0,,4.0,5.4,0.736,0.736,2.6,4.2,0.625,2.3,4.4,6.7,0.6,0.7,2.3,2.2,6.5,10.5,
2014-15,30,SAC,NBA,C,46.0,9.0,441.0,4.3,6.7,0.646,0.0,0.0,,4.3,6.7,0.646,0.646,2.5,4.4,0.574,2.9,5.5,8.4,1.1,0.5,1.6,2.0,5.3,11.2,
2015-16,31,2TM,NBA,C,37.0,12.0,460.0,3.8,6.2,0.62,0.0,0.0,,3.8,6.2,0.62,0.62,2.0,3.3,0.619,3.7,4.0,7.7,0.8,0.5,1.6,1.9,4.9,9.7,
2015-16,31,WAS,NBA,C,5.0,3.0,48.0,3.0,5.2,0.571,0.0,0.0,,3.0,5.2,0.571,0.571,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0,
2015-16,31,MEM,NBA,C,32.0,9.0,412.0,3.9,6.3,0.625,0.0,0.0,,3.9,6.3,0.625,0.625,2.3,3.7,0.619,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,518.0,76.0,6134.0,4.0,6.9,0.584,0.0,0.0,0.0,4.0,6.9,0.584,0.584,3.2,4.9,0.649,2.7,4.0,6.7,0.9,0.6,1.6,2.3,6.1,11.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),,105.0,2.0,901.0,3.4,6.6,0.515,0.0,0.0,,3.4,6.6,0.515,0.515,4.2,6.4,0.652,3.3,3.6,7.0,0.8,0.7,2.2,2.0,6.8,11.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,121.0,0.0,1145.0,3.9,5.8,0.661,0.0,0.0,,3.9,5.8,0.661,0.661,3.2,4.5,0.701,2.5,4.7,7.2,0.6,0.5,2.0,2.3,6.9,10.9,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,94.0,23.0,1544.0,3.7,6.4,0.578,0.0,0.0,,3.7,6.4,0.578,0.578,3.4,5.1,0.661,2.2,3.4,5.6,0.7,0.6,1.3,2.1,5.9,10.8,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,73.0,27.0,1223.0,5.0,8.9,0.558,0.0,0.0,0.0,5.0,8.9,0.56,0.558,3.2,4.7,0.69,2.3,3.8,6.1,1.5,0.6,1.1,2.8,5.9,13.2,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,46.0,9.0,441.0,4.3,6.7,0.646,0.0,0.0,,4.3,6.7,0.646,0.646,2.5,4.4,0.574,2.9,5.5,8.4,1.1,0.5,1.6,2.0,5.3,11.2,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,32.0,9.0,412.0,3.9,6.3,0.625,0.0,0.0,,3.9,6.3,0.625,0.625,2.3,3.7,0.619,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,27.0,2.0,260.0,4.3,8.2,0.525,0.0,0.0,,4.3,8.2,0.525,0.525,2.4,4.6,0.515,3.7,4.7,8.4,0.4,0.6,2.1,1.9,6.1,10.9,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,15.0,1.0,160.0,4.1,6.3,0.643,0.0,0.0,,4.1,6.3,0.643,0.643,1.4,4.5,0.3,2.0,3.8,5.9,0.7,0.2,1.1,2.5,5.2,9.5,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,3.0,48.0,3.0,5.2,0.571,0.0,0.0,,3.0,5.2,0.571,0.571,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0,
