Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,23,SAS,NBA,SG,4.0,0.0,1.8,0.5,1.5,0.333,0.3,1.0,0.25,0.3,0.5,0.5,0.417,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.3,0.3,0.3,1.3,
2011-12,24,SAS,NBA,SG,14.0,12.0,20.6,2.7,6.5,0.418,1.4,4.1,0.345,1.3,2.4,0.545,0.527,0.5,0.7,0.7,0.2,3.0,3.2,1.1,0.5,0.7,1.1,1.7,7.4,
2012-13,25,SAS,NBA,SG,21.0,21.0,31.9,4.0,8.9,0.446,2.6,5.4,0.482,1.3,3.4,0.389,0.594,0.6,0.7,0.8,0.9,3.3,4.1,1.5,1.0,1.1,0.9,2.4,11.1,
2013-14,26,SAS,NBA,SG,23.0,23.0,23.0,3.4,6.9,0.491,2.1,4.4,0.475,1.3,2.5,0.517,0.642,0.4,0.5,0.818,0.4,2.6,3.0,0.9,1.4,0.7,0.9,2.2,9.3,
2014-15,27,SAS,NBA,SG,7.0,7.0,29.1,3.0,8.7,0.344,1.7,5.7,0.3,1.3,3.0,0.429,0.443,0.6,0.9,0.667,1.0,2.1,3.1,2.1,1.0,1.0,0.7,1.7,8.3,
2015-16,28,SAS,NBA,SG,10.0,10.0,26.7,3.0,6.4,0.469,2.4,4.7,0.511,0.6,1.7,0.353,0.656,0.2,0.3,0.667,0.0,3.1,3.1,0.7,2.1,0.8,0.6,2.0,8.6,
2016-17,29,SAS,NBA,SG,16.0,16.0,27.3,2.8,6.9,0.405,1.6,4.8,0.342,1.2,2.2,0.543,0.523,0.5,0.9,0.571,0.8,2.8,3.6,1.4,0.6,0.9,1.1,1.9,7.8,
2017-18,30,SAS,NBA,SG,5.0,5.0,20.6,1.6,6.0,0.267,1.0,4.0,0.25,0.6,2.0,0.3,0.35,0.0,0.0,,0.8,1.4,2.2,0.2,0.2,0.8,0.4,1.6,4.2,
2018-19,31,TOR,NBA,SG,24.0,24.0,28.5,2.2,6.5,0.342,1.6,5.0,0.328,0.6,1.5,0.389,0.468,0.9,1.0,0.913,0.7,2.9,3.6,1.1,1.3,0.5,1.1,2.5,6.9,
2019-20,32,LAL,NBA,SG,21.0,21.0,25.0,2.8,8.1,0.347,1.9,5.5,0.339,1.0,2.6,0.364,0.462,0.5,0.7,0.667,1.2,2.0,3.1,1.2,1.0,0.8,0.6,2.3,8.0,
2020-21,33,PHI,NBA,SF,8.0,8.0,24.9,2.6,6.0,0.438,1.8,4.6,0.378,0.9,1.4,0.636,0.583,0.0,0.0,,1.1,1.5,2.6,2.6,1.1,1.0,0.6,1.6,7.0,
2021-22,34,PHI,NBA,SF,12.0,12.0,26.6,3.0,7.4,0.404,2.6,6.3,0.408,0.4,1.1,0.385,0.579,0.0,0.1,0.0,0.8,2.3,3.1,0.8,1.0,0.3,1.1,1.9,8.6,
2022-23,35,CLE,NBA,SG,4.0,0.0,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.0,0.0,,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,169.0,159.0,25.3,2.8,7.0,0.404,1.9,4.8,0.388,0.9,2.2,0.44,0.538,0.4,0.6,0.745,0.7,2.5,3.2,1.2,1.0,0.7,0.8,2.1,7.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (8 Yrs),SAS (8 Yrs),SAS (8 Yrs),SAS (8 Yrs),,100.0,94.0,25.0,3.1,7.1,0.431,1.9,4.6,0.415,1.1,2.5,0.46,0.566,0.4,0.6,0.712,0.5,2.7,3.2,1.2,1.0,0.9,0.9,2.0,8.4,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,20.0,20.0,25.9,2.9,6.9,0.416,2.3,5.7,0.398,0.6,1.2,0.5,0.58,0.0,0.1,0.0,0.9,2.0,2.9,1.6,1.1,0.6,0.9,1.8,8.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,24.0,24.0,28.5,2.2,6.5,0.342,1.6,5.0,0.328,0.6,1.5,0.389,0.468,0.9,1.0,0.913,0.7,2.9,3.6,1.1,1.3,0.5,1.1,2.5,6.9,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,21.0,21.0,25.0,2.8,8.1,0.347,1.9,5.5,0.339,1.0,2.6,0.364,0.462,0.5,0.7,0.667,1.2,2.0,3.1,1.2,1.0,0.8,0.6,2.3,8.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,4.0,0.0,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.0,0.0,,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,
