Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2000-01,23,DET,NBA,PF,15.0,0.0,126.0,4.7,0.398,0.161,0.581,6.7,13.0,9.8,3.6,2.8,1.1,18.8,16.5,-0.2,0.2,0.0,-0.009,-7.7,1.4,-6.3,-0.1,
2001-02,24,DET,NBA,PF,8.0,0.0,43.0,15.9,0.612,0.538,0.154,5.5,10.9,8.2,8.0,1.2,0.0,0.0,15.2,0.1,0.0,0.2,0.201,2.4,-0.5,2.0,0.0,
2002-03,25,WAS,NBA,PF,5.0,0.0,15.0,13.8,0.41,0.25,0.5,23.6,15.8,19.7,10.4,0.0,0.0,17.0,18.5,0.0,0.0,0.0,0.051,1.7,-4.5,-2.8,0.0,
2003-04,26,GSW,NBA,PF,76.0,11.0,1634.0,19.4,0.626,0.266,0.582,6.9,15.0,10.9,10.7,2.2,0.9,12.6,18.9,5.5,1.7,7.2,0.212,2.2,1.0,3.2,2.2,
2004-05,27,MEM,NBA,PF,58.0,16.0,1433.0,14.0,0.51,0.289,0.419,5.3,13.5,9.4,13.3,3.3,1.0,14.0,19.6,1.1,2.4,3.5,0.116,-1.2,2.1,0.9,1.0,
2005-06,28,MEM,NBA,PF,36.0,0.0,402.0,10.0,0.505,0.261,0.243,3.4,13.1,8.3,14.2,3.2,0.0,18.0,18.1,-0.1,0.7,0.6,0.074,-4.6,1.7,-2.9,-0.1,
2006-07,29,MEM,NBA,PF,28.0,1.0,313.0,17.7,0.655,0.518,0.318,5.0,17.6,11.3,16.1,3.6,0.2,19.2,17.3,0.7,0.3,0.9,0.144,1.7,2.5,4.2,0.5,
2007-08,30,MEM,NBA,PF,37.0,1.0,440.0,7.3,0.461,0.643,0.151,6.6,18.0,12.2,7.4,1.1,0.3,14.6,15.9,-0.2,0.2,0.0,0.003,-3.9,-1.3,-5.2,-0.4,
2008-09,31,MIN,NBA,PF,64.0,4.0,909.0,8.1,0.515,0.544,0.207,4.8,13.8,9.1,12.3,2.1,1.1,20.7,11.5,0.1,0.7,0.9,0.045,-3.6,1.2,-2.4,-0.1,
2009-10,32,MIN,NBA,PF,29.0,0.0,267.0,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-5.3,0.9,-4.4,-0.2,
2010-11,33,DAL,NBA,SF,56.0,4.0,618.0,9.7,0.672,0.87,0.18,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,1.0,0.7,1.7,0.132,-1.2,2.4,1.2,0.5,
2011-12,34,DAL,NBA,SF,44.0,0.0,277.0,3.3,0.373,0.891,0.109,1.6,12.1,6.9,8.3,1.5,0.6,12.2,11.0,-0.3,0.3,0.0,0.004,-5.9,0.8,-5.2,-0.2,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,456.0,37.0,6477.0,12.7,0.554,0.401,0.383,5.1,13.7,9.4,11.4,2.4,0.8,14.8,15.9,8.0,7.5,15.4,0.114,-1.4,1.3,-0.1,3.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,1165.0,12.7,0.554,0.401,0.383,5.1,13.7,9.4,11.4,2.4,0.8,14.8,15.9,1.4,1.3,2.8,0.114,-1.4,1.3,-0.1,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),,159.0,18.0,2588.0,12.7,0.518,0.37,0.337,5.2,14.7,9.9,12.8,3.0,0.7,15.3,18.4,1.4,3.6,5.1,0.094,-1.8,1.5,-0.3,1.1,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,100.0,4.0,895.0,7.7,0.568,0.877,0.155,1.9,9.9,6.0,8.9,1.9,0.8,13.1,9.9,0.7,1.0,1.7,0.093,-2.7,1.9,-0.8,0.3,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,93.0,4.0,1176.0,7.8,0.521,0.493,0.259,4.4,12.8,8.4,12.3,2.0,1.0,19.4,10.8,0.4,0.8,1.2,0.051,-4.0,1.1,-2.8,-0.3,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,23.0,0.0,169.0,7.5,0.455,0.273,0.455,6.4,12.5,9.4,4.7,2.4,0.8,14.6,16.2,-0.1,0.2,0.2,0.044,-5.1,0.9,-4.2,-0.1,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,76.0,11.0,1634.0,19.4,0.626,0.266,0.582,6.9,15.0,10.9,10.7,2.2,0.9,12.6,18.9,5.5,1.7,7.2,0.212,2.2,1.0,3.2,2.2,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,0.0,15.0,13.8,0.41,0.25,0.5,23.6,15.8,19.7,10.4,0.0,0.0,17.0,18.5,0.0,0.0,0.0,0.051,1.7,-4.5,-2.8,0.0,
