SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE
2023,1641740,Jaylen,Clark,Jaylen Clark,SG,76.0,6' 4.00'',,,204.20,81.0,6' 9.00'',101.5,8' 5.50'',,8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641730,Noah,Clowney,Noah Clowney,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641731,Bilal,Coulibaly,Bilal Coulibaly,SG-SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641741,Ricky,Council IV,Ricky Council IV,SF,77.0,6' 5.00'',,,208.00,81.0,6' 9.00'',103.0,8' 7.00'',,7.75,8.5,30.5,37.0,11.2,3.21,3.33,,,,,,,12-25,,,,,,,,,,,,,15-30,,,,10-25
2023,1641711,Gradey,Dick,Gradey Dick,SG,78.25,6' 6.25'',,,204.00,80.75,6' 8.75'',101.0,8' 5.00'',,8.25,9.0,29.0,34.0,11.13,2.98,3.5,,,,,,,15-25,,,,,,,,,,,,,23-30,,,,16-25
2023,1641743,Nikola,Djurisic,Nikola Djurisic,SF,79.0,6' 7.00'',,,217.60,80.25,6' 8.25'',102.0,8' 6.00'',,8.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641744,Zach,Edey,Zach Edey,C,87.25,7' 3.25'',,,306.40,94.5,7' 10.50'',115.5,9' 7.50'',,9.75,11.0,26.0,29.5,11.37,,3.45,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641745,Adam,Flagler,Adam Flagler,PG,73.0,6' 1.00'',,,191.80,76.5,6' 4.50'',97.0,8' 1.00'',,8.0,9.25,31.0,36.0,10.96,,3.24,,,,,,,14-25,,,,,,,,,,,,,21-30,,,,17-25
2023,1641718,Keyonte,George,Keyonte George,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1631243,Mouhamed,Gueye,Mouhamed Gueye,C,82.25,6' 10.25'',,,212.60,87.25,7' 3.25'',110.5,9' 2.50'',,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641722,Jordan,Hawkins,Jordan Hawkins,SG,76.25,6' 4.25'',,,186.00,78.75,6' 6.75'',101.5,8' 5.50'',,8.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641746,Coleman,Hawkins,Coleman Hawkins,PF,80.5,6' 8.50'',,,224.40,84.25,7' 0.25'',108.5,9' 0.50'',,8.75,8.75,26.5,32.5,12.14,,3.37,,,,,,,17-25,,,,,,,,,,,,,17-30,,,,17-25
2023,1630703,Scoot,Henderson,Scoot Henderson,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641707,Taylor,Hendricks,Taylor Hendricks,PF,80.25,6' 8.25'',,,213.60,84.5,7' 0.50'',107.0,8' 11.00'',,9.25,10.25,32.5,36.0,11.27,,3.32,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641747,DaRon,Holmes II,DaRon Holmes II,C,81.0,6' 9.00'',,,220.80,84.5,7' 0.50'',109.0,9' 1.00'',,8.5,9.5,29.5,35.0,11.48,,3.2,,,,,,,12-25,,,,,,,,,,,,,15-30,,,,11-25
2023,1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,PG,76.25,6' 4.25'',,,216.60,82.25,6' 10.25'',100.5,8' 4.50'',,9.0,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641724,Jett,Howard,Jett Howard,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641713,GG,Jackson,GG Jackson,PF,80.25,6' 8.25'',,,214.40,83.5,6' 11.50'',106.0,8' 10.00'',,8.5,10.0,31.0,37.0,11.39,,3.21,,,,,,,11-25,,,,,,,,,,,,,14-30,,,,11-25
2023,1641748,Andre,Jackson Jr.,Andre Jackson Jr.,SF,77.5,6' 5.50'',,,198.40,81.75,6' 9.75'',103.0,8' 7.00'',,8.25,9.5,30.5,39.5,10.83,,3.14,,,,,,,11-25,,,,,,,,,,,,,18-30,,,,15-25
2023,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,C,80.25,6' 8.25'',,,240.40,85.0,7' 1.00'',106.0,8' 10.00'',,9.25,10.75,33.0,36.5,11.8,3.23,3.2,,,,,,,10-25,,,,,,,,,,,,,18-30,,,,12-25
2023,1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,SF,78.0,6' 6.00'',,,226.40,81.5,6' 9.50'',99.5,8' 3.50'',,8.5,9.5,34.5,39.0,11.21,,3.33,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641749,Keyontae,Johnson,Keyontae Johnson,SF,76.0,6' 4.00'',,,238.60,84.0,7' 0.00'',103.0,8' 7.00'',,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641732,Colby,Jones,Colby Jones,SG,76.5,6' 4.50'',,,199.20,80.0,6' 8.00'',103.0,8' 7.00'',,8.25,8.5,30.5,35.0,11.14,3.13,3.33,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641750,Ryan,Kalkbrenner,Ryan Kalkbrenner,C,84.75,7' 0.75'',,,251.80,89.0,7' 5.00'',112.5,9' 4.50'',,9.25,11.0,28.0,30.5,12.27,,3.39,,,,,,,12-25,,,,,,,,,,,,,11-30,,,,12-25
2023,1641751,Arthur,Kaluma,Arthur Kaluma,PF,78.25,6' 6.25'',,,221.80,84.5,7' 0.50'',103.5,8' 7.50'',,8.5,10.0,32.5,34.5,11.35,3.26,3.44,,,,,,,17-25,,,,,,,,,,,,,20-30,,,,16-25
2023,1631340,Mojave,King,Mojave King,SG,75.75,6' 3.75'',,,200.60,80.0,6' 8.00'',101.0,8' 5.00'',,8.75,9.5,33.5,42.0,11.07,,3.18,,,,,,,16-25,,,,,,,,,,,,,24-30,,,,13-25
2023,1641752,Bobi,Klintman,Bobi Klintman,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641721,Maxwell,Lewis,Maxwell Lewis,SG,78.25,6' 6.25'',,,207.20,84.0,7' 0.00'',104.5,8' 8.50'',,8.75,9.5,32.5,36.5,11.4,,3.43,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641726,Dereck,Lively Jr.,Dereck Lively Jr.,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641753,Chris,Livingston,Chris Livingston,SF,78.0,6' 6.00'',,,219.20,83.25,6' 11.25'',104.5,8' 8.50'',,8.5,9.0,30.5,37.0,11.65,,3.27,,,,,,,10-25,,,,,,,,,,,,,21-30,,,,12-25
2023,1641754,Seth,Lundy,Seth Lundy,SF,76.0,6' 4.00'',,,214.40,82.25,6' 10.25'',104.0,8' 8.00'',,8.5,9.0,31.5,35.5,11.02,,3.15,,,,,,,16-25,,,,,,,,,,,,,25-30,,,,16-25
2023,1631256,Kevin,McCullar,Kevin McCullar,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641756,Mike,Miles Jr.,Mike Miles Jr.,PG,72.75,6' 0.75'',,,205.00,72.5,6' 0.50'',96.0,8' 0.00'',,8.0,8.25,33.0,37.0,11.01,3.24,3.11,,,,,,,16-25,,,,,,,,,,,,,19-30,,,,11-25
2023,1631159,Leonard,Miller,Leonard Miller,PF,81.25,6' 9.25'',,,212.80,86.0,7' 2.00'',106.5,8' 10.50'',,9.5,10.5,32.0,37.5,11.0,,3.33,,,,,,,8-25,,,,,,,,,,,,,14-30,,,,15-25
2023,1641706,Brandon,Miller,Brandon Miller,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641757,Jordan,Miller,Jordan Miller,SF,76.5,6' 4.50'',,,191.60,83.75,6' 11.75'',103.5,8' 7.50'',,8.5,9.25,32.0,36.5,11.43,3.21,3.17,,,,,,,13-25,,,,,,,,,,,,,16-30,,,,8-25
2023,1641758,Judah,Mintz,Judah Mintz,PG,75.0,6' 3.00'',,,176.40,75.5,6' 3.50'',98.0,8' 2.00'',,8.25,9.25,28.5,37.0,10.32,3.13,3.24,,,,,,,14-25,,,,,,,,,,,,,17-30,,,,13-25
2023,1641759,Dillon,Mitchell,Dillon Mitchell,PF,78.75,6' 6.75'',,,193.00,82.0,6' 10.00'',105.0,8' 9.00'',,8.25,9.5,29.0,37.0,10.92,,3.32,,,,,,,16-25,,,,,,,,,,,,,17-30,,,,12-25
2023,1641760,Omari,Moore,Omari Moore,SG,77.25,6' 5.25'',,,188.60,81.75,6' 9.75'',103.5,8' 7.5'',,9.0,10.25,29.0,35.5,10.8,,3.22,,,,,,,21-25,,,,,,,,,,,,,13-30,,,,15-25
2023,1631200,Kris,Murray,Kris Murray,PF,79.75,6' 7.75'',,,212.80,83.75,6' 11.75'',106.0,8' 10.00'',,8.5,9.0,29.5,35.0,11.11,,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641761,Grant,Nelson,Grant Nelson,PF,82.0,6' 10.00'',,,223.40,84.0,7' 0.00'',106.5,8' 10.50'',,9.0,9.5,32.0,35.5,9.99,,3.21,,,,,,,14-25,,,,,,,,,,,,,19-30,,,,9-25
2023,1641762,James,Nnaji,James Nnaji,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641763,Julian,Phillips,Julian Phillips,SF,78.75,6' 6.75'',,,196.60,83.5,6' 11.50'',102.0,8' 6.00'',,8.5,9.0,36.0,43.0,11.09,,3.32,,,,,,,,,,,,,,,,,,,,,,,,
2023,1629618,Jalen,Pickett,Jalen Pickett,PG,74.0,6' 2.00'',,,197.80,79.25,6' 7.25'',98.5,8' 2.50'',,8.5,7.5,28.5,33.0,11.91,3.41,3.35,,,,,,,16-25,,,,,,,,,,,,,15-30,,,,14-25
2023,1641764,Brandin,Podziemski,Brandin Podziemski,SG,75.75,6' 3.75'',,,203.80,77.5,6' 5.50'',96.5,8' 0.50'',,8.25,10.0,31.5,39.0,11.16,3.2,3.21,,,,,,,16-25,,,,,,,,,,,,,19-30,,,,18-25
2023,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,PF,78.75,6' 6.75'',,,212.40,85.0,7' 1.00'',104.0,8' 8.00'',,8.25,10.0,35.0,40.5,10.59,3.0,3.21,,,,,,,16-25,,,,,,,,,,,,,17-30,,,,16-25
2023,1641712,Rayan,Rupert,Rayan Rupert,SF,78.0,6' 6.00'',,,193.20,86.0,7' 2.00'',106.0,8' 10.00'',,8.5,9.5,27.5,32.5,11.18,,3.43,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641766,Adama,Sanogo,Adama Sanogo,C,79.25,6' 7.25'',,,257.80,86.75,7' 2.75'',108.5,9' 0.50'',,9.75,10.0,28.5,31.0,11.5,,3.31,,,,,,,14-25,,,,,,,,,,,,,19-30,,,,11-25
2023,1631204,Marcus,Sasser,Marcus Sasser,PG,73.25,6' 1.25'',,,195.60,79.0,6' 7.00'',99.5,8' 3.50'',,8.75,9.5,27.0,35.0,10.68,,3.43,,,,,,,20-25,,,,,,,,,,,,,24-30,,,,20-25
2023,1641729,Brice,Sensabaugh,Brice Sensabaugh,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,SF,77.5,6' 5.50'',,,220.00,80.0,6' 8.00'',102.0,8' 6.00'',,8.25,8.0,32.0,37.5,10.36,,3.06,,,,,,,19-25,,,,,,,,,,,,,21-30,,,,14-25
2023,1641767,Ben,Sheppard,Ben Sheppard,SG,77.25,6' 5.25'',,,194.60,79.75,6' 7.75'',100.0,8' 4.00'',,8.5,9.5,29.5,35.5,10.88,2.98,3.17,,,,,,,15-25,,,,,,,,,,,,,22-30,,,,14-25
2023,1641771,Jalen,Slawson,Jalen Slawson,PF,78.5,6' 6.50'',,,221.60,83.75,6' 11.75'',106.0,8' 10.00'',,9.0,9.0,29.0,33.0,11.26,,3.29,,,,,,,16-25,,,,,,,,,,,,,12-30,,,,17-25
2023,1631173,Terquavion,Smith,Terquavion Smith,SG,74.5,6' 2.50'',,,163.20,78.75,6' 6.75'',98.0,8' 2.00'',,8.5,8.0,30.0,37.0,10.86,,3.21,,,,,,,15-25,,,,,,,,,,,,,22-30,,,,10-25
2023,1641733,Nick,Smith Jr.,Nick Smith Jr.,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1631124,Julian,Strawther,Julian Strawther,SF,78.0,6' 6.00'',,,208.80,81.25,6' 9.25'',105.0,8' 9.00'',,8.25,8.25,27.5,34.5,10.94,3.46,3.31,,,,,,,19-25,,,,,,,,,,,,,19-30,,,,19-25
2023,1641708,Amen,Thompson,Amen Thompson,SG,77.75,6' 5.75'',,,214.20,84.0,7' 0.00'',103.5,8' 7.50'',,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641709,Ausar,Thompson,Ausar Thompson,SG,77.75,6' 5.75'',,,218.20,84.0,7' 0.00'',104.0,8' 8.00'',,8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1631166,Drew,Timme,Drew Timme,C,80.75,6' 8.75'',,,243.20,85.75,7' 1.75'',108.5,9' 0.50'',,9.0,10.0,26.0,30.5,10.93,,3.34,,,,,,,9-25,,,,,,,,,,,,,20-30,,,,12-25
2023,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1631131,Oscar,Tshiebwe,Oscar Tshiebwe,C,79.25,6' 7.25'',,,253.60,87.5,7' 3.50'',108.0,9' 0.00'',,9.75,10.25,29.5,32.5,12.26,,3.32,,,,,,,8-25,,,,,,,,,,,,,18-30,,,,12-25
2023,1641773,Azuolas,Tubelis,Azuolas Tubelis,PF,80.75,6' 8.75'',,,234.80,83.0,6' 11.00'',108.0,9' 0.00'',,9.0,10.5,23.5,30.5,11.17,,3.5,,,,,,,9-25,,,,,,,,,,,,,18-30,,,,7-25
2023,1641774,Tristan,Vukcevic,Tristan Vukcevic,C,83.25,6' 11.25'',,,223.40,86.5,7' 2.50'',111.0,9' 3.00'',,9.0,10.25,26.0,30.5,11.71,3.16,3.43,,,,,,,17-25,,,,,,,,,,,,,21-30,,,,11-25
2023,1641716,Jarace,Walker,Jarace Walker,PF,78.5,6' 6.50'',,,248.60,86.5,7' 2.50'',104.5,8' 8.50'',,9.0,10.0,34.5,38.0,10.89,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641717,Cason,Wallace,Cason Wallace,PG,74.5,6' 2.50'',,,195.20,80.5,6' 8.50'',101.0,8' 5.00'',,8.5,9.25,28.0,36.0,10.82,,3.34,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641775,Jordan,Walsh,Jordan Walsh,SF,77.75,6' 5.75'',,,204.00,85.75,7' 1.75'',107.0,8' 11.00'',,8.75,8.5,33.0,36.0,10.83,,3.3,,,,,,,17-25,,,,,,,,,,,,,19-30,,,,12-25
2023,1641705,Victor,Wembanyama,Victor Wembanyama,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641727,Dariq,Whitehead,Dariq Whitehead,SG,77.75,6' 5.75'',,,217.20,82.25,6' 10.25'',103.5,8' 7.50'',,8.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1641715,Cam,Whitmore,Cam Whitmore,SF,77.75,6' 5.75'',,,235.00,80.5,6' 8.50'',103.5,8' 7.50'',,8.0,8.25,31.5,40.5,10.82,3.33,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2023,1630592,Jalen,Wilson,Jalen Wilson,SF,77.5,6' 5.50'',,,230.20,80.0,6' 8.00'',99.5,8' 3.50'',,8.25,9.0,31.5,35.0,11.26,3.15,3.2,,,,,,,9-25,,,,,,,,,,,,,18-30,,,,14-25
2023,1631209,Isaiah,Wong,Isaiah Wong,SG,74.5,6' 2.50'',,,178.40,78.75,6' 6.75'',97.5,8' 1.50'',,8.25,9.5,32.5,37.0,10.93,,3.22,,,,,,,10-25,,,,,,,,,,,,,23-30,,,,17-25
