Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,21,MIN,NBA,SF,79,35,1803,5.3,14.1,.374,0.2,1.0,.194,5.1,13.0,.389,.382,2.6,3.2,.800,2.4,6.1,8.5,3.2,2.2,0.7,2.6,5.4,13.3,91,110,
2008-09,22,MIN,NBA,SF,15,8,307,6.3,15.4,.411,0.9,2.0,.417,5.5,13.3,.410,.439,2.4,3.2,.737,3.1,5.3,8.4,4.3,2.6,0.5,2.2,6.3,15.9,102,110,
2009-10,23,MIN,NBA,SG,82,82,2482,8.2,19.1,.431,1.7,4.8,.346,6.6,14.3,.459,.474,3.3,5.2,.648,1.4,4.2,5.6,3.9,2.4,0.6,3.3,4.5,21.5,98,111,
2010-11,24,2TM,NBA,SG,69,24,1510,6.4,16.2,.395,1.0,3.7,.268,5.4,12.5,.434,.426,4.5,6.4,.708,1.9,3.9,5.8,2.9,3.3,0.5,2.9,5.3,18.3,98,109,
2010-11,24,MIN,NBA,SF,56,22,1362,6.1,16.0,.384,0.9,3.6,.263,5.2,12.3,.420,.414,4.4,6.2,.708,1.6,3.9,5.6,2.8,3.3,0.5,2.8,4.9,17.6,96,110,
2010-11,24,DAL,NBA,SG,13,2,148,8.9,18.1,.490,1.4,4.6,.308,7.5,13.5,.553,.529,5.3,7.5,.714,4.3,3.9,8.2,4.3,3.9,0.7,3.6,8.9,24.5,111,102,
2011-12,25,DEN,NBA,SF,59,17,1287,8.0,18.3,.434,1.3,5.0,.260,6.7,13.3,.500,.470,3.6,5.1,.692,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,104,106,
2012-13,26,DEN,NBA,SF,82,2,2003,9.5,22.3,.425,2.3,7.7,.296,7.2,14.5,.493,.476,3.8,5.4,.690,1.4,4.5,5.9,3.1,3.0,0.6,2.6,3.9,25.0,104,105,6MOY-8
2013-14,27,MIN,NBA,SF,81,81,2609,7.3,15.3,.481,1.1,4.0,.280,6.2,11.3,.552,.517,3.1,4.3,.718,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,108,107,
2014-15,28,2TM,NBA,SF,80,17,2087,8.2,19.3,.426,1.5,5.6,.268,6.7,13.7,.491,.465,4.0,5.4,.743,1.9,5.2,7.1,4.2,2.7,0.5,3.1,4.2,22.0,101,106,6MOY-8
2014-15,28,MIN,NBA,SF,24,16,680,7.0,16.8,.418,0.6,3.1,.195,6.4,13.8,.467,.436,4.1,5.8,.705,2.4,4.6,7.0,5.8,4.0,0.3,3.7,4.6,18.8,97,109,
2014-15,28,HOU,NBA,SF,56,1,1407,8.8,20.5,.429,1.9,6.9,.284,6.9,13.6,.503,.477,4.0,5.2,.764,1.7,5.5,7.2,3.4,2.1,0.5,2.9,3.9,23.5,103,105,
2015-16,29,HOU,NBA,SF,82,12,1669,6.2,16.3,.384,1.8,6.6,.272,4.4,9.7,.460,.439,3.1,4.1,.750,1.2,4.6,5.9,3.2,2.5,0.6,2.3,4.9,17.4,98,109,
2016-17,30,2TM,NBA,SF,82,11,1281,5.5,13.1,.422,1.0,4.4,.229,4.5,8.7,.522,.461,1.9,2.6,.735,1.2,5.0,6.2,3.6,2.3,0.8,2.1,5.0,14.0,101,110,
2016-17,30,HOU,NBA,SF,58,8,923,4.9,11.8,.414,1.1,4.9,.234,3.7,6.9,.541,.463,1.7,2.3,.727,1.1,4.8,5.9,3.2,1.9,0.6,1.9,5.4,12.6,100,110,
2016-17,30,LAL,NBA,SF,24,3,358,7.2,16.5,.438,0.7,3.3,.208,6.5,13.2,.495,.459,2.4,3.3,.750,1.5,5.6,7.1,4.9,3.3,1.1,2.6,3.9,17.6,101,110,
2017-18,31,2TM,NBA,SF,72,18,1208,5.7,12.7,.449,1.2,4.4,.282,4.5,8.3,.539,.498,2.6,3.6,.722,1.7,4.5,6.2,2.6,3.2,0.6,2.0,5.6,15.3,107,106,
