Season,Team,Lg,Salary
2008-09,Charlotte Bobcats,NBA,"$2,208,960"
2009-10,Charlotte Bobcats,NBA,"$2,385,480"
2010-11,Charlotte Bobcats,NBA,"$2,540,400"
2011-12,Charlotte Bobcats,NBA,"$3,236,470"
2012-13,Indiana Pacers,NBA,"$3,500,000"
2013-14,Toronto Raptors,NBA,"$1,267,000"
2014-15,Oklahoma City Thunder,NBA,"$3,000,000"
2015-16,Denver Nuggets,NBA,"$3,000,000"
2016-17,Orlando Magic,NBA,"$7,250,000"
2017-18,Orlando Magic,NBA,"$7,250,000"
2018-19,Orlando Magic,NBA,"$7,250,000"
2019-20,Orlando Magic,NBA,"$7,250,000"
2020-21,Houston Rockets,NBA,"$6,666,667"
2021-22,Houston Rockets,NBA,"$7,000,000"
2021-22,Los Angeles Lakers,NBA,"$622,467"
2022-23,Houston Rockets,NBA,"$333,333"
2022-23,Houston Rockets,NBA,"$189,940"
Career,(may be incomplete),,"$64,950,717"
