Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2003-04,23,MEM,NBA,SG,20,0,7.7,0.8,2.7,.283,0.1,0.2,.250,0.7,2.5,.286,.292,0.3,0.6,.455,0.4,0.8,1.2,0.6,0.3,0.3,0.6,1.2,1.8,
2004-05,24,MEM,NBA,SG,52,7,12.5,1.6,3.7,.437,0.4,1.2,.383,1.2,2.5,.462,.497,0.8,1.2,.688,0.2,1.1,1.3,0.4,0.3,0.2,0.6,1.6,4.5,
2005-06,25,MEM,NBA,SF,71,4,13.6,1.5,3.7,.414,0.0,0.3,.143,1.5,3.4,.438,.420,0.8,1.3,.645,0.3,1.2,1.5,0.5,0.5,0.2,0.7,1.5,4.0,
2006-07,26,MEM,NBA,SG,78,25,21.4,2.8,5.9,.477,0.1,0.2,.417,2.8,5.8,.479,.483,1.8,2.2,.793,0.6,1.4,2.0,0.9,0.5,0.3,1.2,2.5,7.5,
2007-08,27,SAC,NBA,SG,25,0,8.2,0.9,2.1,.434,0.0,0.2,.167,0.9,1.9,.468,.443,1.4,2.0,.667,0.3,1.1,1.4,0.5,0.3,0.2,0.4,1.1,3.2,
2008-09,28,DEN,NBA,SG,79,71,18.1,1.9,4.3,.458,0.1,0.2,.647,1.8,4.0,.448,.475,1.4,1.9,.728,0.7,1.4,2.1,1.0,0.6,0.2,0.9,2.5,5.4,
2009-10,29,IND,NBA,SF,76,26,24.9,3.8,8.2,.461,0.1,0.4,.125,3.7,7.8,.479,.464,2.6,3.4,.770,0.6,2.4,3.0,2.0,0.5,0.5,1.7,3.1,10.2,
2010-11,30,IND,NBA,SG,45,2,13.1,2.2,4.8,.467,0.3,0.9,.359,1.9,3.9,.491,.500,1.5,2.0,.767,0.1,1.4,1.4,0.7,0.4,0.2,0.7,1.6,6.3,
2011-12,31,IND,NBA,SF,65,3,16.2,1.8,4.3,.409,0.5,1.2,.429,1.3,3.1,.402,.468,1.3,1.5,.838,0.4,1.4,1.8,1.0,0.4,0.2,0.7,1.8,5.3,
2012-13,32,2TM,NBA,SF,78,19,13.0,1.1,2.8,.369,0.1,0.6,.224,0.9,2.2,.410,.394,1.1,1.4,.770,0.3,1.0,1.3,0.6,0.3,0.1,0.5,1.5,3.4,
2012-13,32,DAL,NBA,SF,50,15,12.7,1.0,2.8,.357,0.2,0.7,.216,0.8,2.1,.408,.386,1.3,1.6,.805,0.3,1.1,1.4,0.6,0.2,0.1,0.4,1.5,3.5,
2012-13,32,ATL,NBA,SF,28,4,13.6,1.1,2.9,.390,0.1,0.4,.250,1.0,2.5,.414,.409,0.8,1.1,.677,0.4,0.7,1.1,0.7,0.4,0.0,0.6,1.6,3.1,
2013-14,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived
2014-15,34,LAC,NBA,SF,33,0,3.7,0.2,0.6,.286,0.0,0.1,.000,0.2,0.5,.353,.286,0.3,0.3,.818,0.0,0.3,0.3,0.1,0.1,0.0,0.0,0.7,0.6,
2015-16,35,CLE,NBA,SF,1,0,42.0,6.0,14.0,.429,1.0,2.0,.500,5.0,12.0,.417,.464,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0,
