Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2016-17,21,PHI,NBA,SF,69.0,19.0,1190.0,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,0.0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,
2017-18,22,PHI,NBA,SF,52.0,7.0,807.0,7.0,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-3.1,-1.1,-4.1,-0.4,
2018-19,23,2TM,NBA,SF,50.0,7.0,669.0,8.0,0.489,0.532,0.188,1.7,14.1,7.8,5.5,1.4,1.0,8.2,16.6,-0.3,0.5,0.2,0.015,-4.1,-1.1,-5.2,-0.5,
2018-19,23,OKC,NBA,SF,21.0,1.0,123.0,3.4,0.383,0.512,0.14,3.3,12.1,7.6,4.2,1.5,0.7,9.9,16.8,-0.2,0.1,-0.1,-0.033,-7.0,-0.1,-7.1,-0.2,
2018-19,23,CHI,NBA,SF,29.0,6.0,546.0,9.0,0.515,0.537,0.2,1.4,14.5,7.9,5.8,1.3,1.1,7.8,16.5,0.0,0.3,0.3,0.026,-3.4,-1.3,-4.7,-0.4,
2019-20,24,BRK,NBA,SF,47.0,2.0,853.0,11.0,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,
2020-21,25,BRK,NBA,SF,58.0,7.0,1050.0,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,
2021-22,26,ATL,NBA,SF,52.0,18.0,685.0,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,0.061,-2.3,-1.0,-3.3,-0.2,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,328.0,60.0,5254.0,8.6,0.53,0.577,0.234,2.6,10.8,6.8,7.8,1.2,0.7,11.3,16.9,1.0,3.7,4.7,0.043,-3.1,-0.9,-4.0,-2.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,15.0,1313.0,8.6,0.53,0.577,0.234,2.6,10.8,6.8,7.8,1.2,0.7,11.3,16.9,0.3,0.9,1.2,0.043,-3.1,-0.9,-4.0,-0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,121.0,26.0,1997.0,7.9,0.526,0.508,0.288,2.2,9.9,6.1,9.5,1.1,0.6,13.6,17.7,0.1,1.5,1.6,0.039,-3.6,-0.9,-4.4,-1.2,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,105.0,9.0,1903.0,9.2,0.541,0.638,0.198,3.3,10.8,7.2,6.9,1.3,0.6,10.5,17.1,0.6,1.4,2.0,0.051,-2.6,-0.9,-3.4,-0.7,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,52.0,18.0,685.0,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,0.061,-2.3,-1.0,-3.3,-0.2,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,29.0,6.0,546.0,9.0,0.515,0.537,0.2,1.4,14.5,7.9,5.8,1.3,1.1,7.8,16.5,0.0,0.3,0.3,0.026,-3.4,-1.3,-4.7,-0.4,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,21.0,1.0,123.0,3.4,0.383,0.512,0.14,3.3,12.1,7.6,4.2,1.5,0.7,9.9,16.8,-0.2,0.1,-0.1,-0.033,-7.0,-0.1,-7.1,-0.2,
