Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,23,NJN,NBA,C,77.0,9.0,1407.0,4.3,10.3,0.421,0.0,0.1,0.5,4.3,10.3,0.42,0.423,4.3,6.1,0.701,4.9,6.3,11.2,3.0,1.1,1.7,2.7,6.4,13.0,104.0,101.0,
2002-03,24,NJN,NBA,C,81.0,66.0,1900.0,3.9,9.3,0.414,0.0,0.1,0.0,3.9,9.2,0.419,0.414,5.0,6.5,0.763,3.8,6.4,10.2,2.4,1.3,1.2,2.3,7.0,12.7,107.0,99.0,
2003-04,25,NJN,NBA,C,78.0,78.0,2220.0,3.9,9.3,0.424,0.0,0.0,0.0,3.9,9.2,0.427,0.424,3.3,4.4,0.739,3.5,6.2,9.7,3.7,1.6,1.4,2.3,6.1,11.2,102.0,99.0,
2004-05,26,NJN,NBA,C,80.0,80.0,2542.0,3.9,9.6,0.412,0.0,0.1,0.333,3.9,9.4,0.413,0.415,2.9,4.4,0.656,3.2,7.1,10.3,2.2,1.5,1.5,1.9,6.8,10.8,99.0,103.0,
2005-06,27,NJN,NBA,C,71.0,70.0,1895.0,2.9,7.4,0.397,0.1,0.3,0.25,2.8,7.0,0.404,0.403,1.2,2.4,0.512,2.6,7.0,9.6,2.0,1.3,1.1,1.7,7.1,7.2,90.0,102.0,
2006-07,28,NJN,NBA,PF,80.0,78.0,1844.0,1.6,4.3,0.364,0.0,0.1,0.0,1.6,4.2,0.369,0.364,1.7,3.6,0.465,2.6,6.4,9.0,1.3,1.1,1.1,2.1,7.8,4.8,83.0,107.0,
2007-08,29,2TM,NBA,C,74.0,26.0,1172.0,2.3,5.0,0.469,0.0,0.0,0.0,2.3,4.9,0.473,0.469,1.5,3.3,0.459,2.8,5.0,7.8,1.1,1.0,1.1,2.1,8.5,6.2,91.0,112.0,
2007-08,29,NJN,NBA,C,43.0,23.0,684.0,1.8,4.1,0.426,0.0,0.0,,1.8,4.1,0.426,0.426,1.1,2.8,0.389,2.7,4.1,6.8,1.5,0.8,0.6,1.8,8.4,4.6,88.0,113.0,
2007-08,29,MEM,NBA,C,31.0,3.0,488.0,3.1,6.1,0.508,0.0,0.1,0.0,3.1,6.0,0.517,0.508,2.1,3.9,0.526,3.0,6.2,9.2,0.6,1.2,1.8,2.6,8.7,8.3,93.0,111.0,
2008-09,30,MIN,NBA,C,31.0,22.0,422.0,2.7,8.7,0.314,0.0,0.0,,2.7,8.7,0.314,0.314,1.6,3.5,0.464,3.5,5.2,8.7,1.4,1.1,1.6,1.5,9.1,7.1,84.0,112.0,
2009-10,31,ATL,NBA,C,24.0,0.0,115.0,3.7,10.7,0.348,0.0,0.5,0.0,3.7,10.2,0.364,0.348,0.0,0.9,0.0,2.3,4.2,6.5,1.9,1.4,0.9,2.3,9.7,7.4,73.0,109.0,
2010-11,32,ATL,NBA,C,49.0,28.0,593.0,3.1,6.4,0.479,0.1,0.1,1.0,3.0,6.3,0.471,0.486,2.4,3.7,0.659,2.7,6.5,9.2,2.0,0.8,0.8,2.4,8.8,8.7,101.0,108.0,
2011-12,33,ATL,NBA,C,30.0,10.0,308.0,2.8,6.9,0.4,0.0,0.0,,2.8,6.9,0.4,0.4,1.2,2.6,0.467,2.1,6.2,8.3,1.7,0.7,0.5,1.7,5.9,6.7,87.0,104.0,
2012-13,34,2TM,NBA,C,38.0,9.0,384.0,1.2,3.9,0.31,0.0,0.0,,1.2,3.9,0.31,0.31,3.1,4.4,0.719,3.0,5.2,8.2,1.1,1.6,1.4,2.5,11.6,5.6,91.0,104.0,
2012-13,34,BOS,NBA,C,32.0,7.0,330.0,1.3,3.6,0.348,0.0,0.0,,1.3,3.6,0.348,0.348,3.3,4.8,0.7,3.3,4.9,8.2,1.0,1.6,1.0,2.5,11.7,5.9,94.0,105.0,
2012-13,34,WAS,NBA,C,6.0,2.0,54.0,1.0,5.8,0.167,0.0,0.0,,1.0,5.8,0.167,0.167,1.9,1.9,1.0,1.0,6.8,7.7,1.9,1.9,3.9,1.9,10.6,3.9,65.0,99.0,
2013-14,35,BRK,NBA,C,22.0,1.0,172.0,3.4,7.3,0.458,0.0,0.9,0.0,3.4,6.4,0.524,0.458,0.9,1.2,0.75,2.1,3.7,5.8,1.2,2.4,0.3,2.1,9.2,7.6,91.0,109.0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,735.0,477.0,14974.0,3.2,7.9,0.411,0.0,0.1,0.206,3.2,7.8,0.414,0.412,2.8,4.3,0.647,3.2,6.3,9.6,2.2,1.3,1.3,2.1,7.3,9.3,97.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (8 Yrs),NJN (8 Yrs),NJN (8 Yrs),NJN (8 Yrs),,532.0,405.0,12664.0,3.3,8.1,0.411,0.0,0.1,0.194,3.3,8.0,0.415,0.413,2.9,4.4,0.658,3.3,6.4,9.7,2.4,1.3,1.3,2.1,7.0,9.6,98.0,102.0,
