Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2000-01,21,SAC,NBA,SF,8.0,0.0,141.0,20.0,46.0,0.435,8.0,14.0,0.571,12.0,32.0,0.375,0.522,12.0,12.0,1.0,7.0,21.0,28.0,11.0,3.0,1.0,6.0,18.0,60.0,0.0,
2001-02,22,SAC,NBA,SF,16.0,8.0,443.0,55.0,137.0,0.401,12.0,34.0,0.353,43.0,103.0,0.417,0.445,16.0,31.0,0.516,17.0,66.0,83.0,23.0,6.0,9.0,23.0,49.0,138.0,0.0,
2002-03,23,SAC,NBA,SF,10.0,5.0,174.0,18.0,50.0,0.36,4.0,14.0,0.286,14.0,36.0,0.389,0.4,13.0,18.0,0.722,5.0,24.0,29.0,14.0,12.0,5.0,5.0,19.0,53.0,0.0,
2003-04,24,SAS,NBA,SF,10.0,10.0,271.0,26.0,81.0,0.321,14.0,42.0,0.333,12.0,39.0,0.308,0.407,11.0,18.0,0.611,5.0,40.0,45.0,15.0,9.0,1.0,16.0,20.0,77.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,27,ORL,NBA,SF,4.0,4.0,156.0,25.0,50.0,0.5,3.0,9.0,0.333,22.0,41.0,0.537,0.53,2.0,4.0,0.5,2.0,11.0,13.0,14.0,5.0,4.0,10.0,14.0,55.0,0.0,
2007-08,28,ORL,NBA,SF,10.0,10.0,399.0,63.0,141.0,0.447,10.0,35.0,0.286,53.0,106.0,0.5,0.482,39.0,46.0,0.848,14.0,50.0,64.0,55.0,8.0,2.0,38.0,35.0,175.0,0.0,
2008-09,29,ORL,NBA,SF,24.0,24.0,934.0,126.0,295.0,0.427,32.0,83.0,0.386,94.0,212.0,0.443,0.481,94.0,115.0,0.817,9.0,100.0,109.0,116.0,18.0,4.0,64.0,80.0,378.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,31,ORL,NBA,SF,6.0,6.0,209.0,20.0,68.0,0.294,7.0,30.0,0.233,13.0,38.0,0.342,0.346,8.0,14.0,0.571,1.0,18.0,19.0,22.0,8.0,1.0,7.0,18.0,55.0,0.0,
2011-12,32,ORL,NBA,SF,5.0,5.0,162.0,15.0,41.0,0.366,5.0,12.0,0.417,10.0,29.0,0.345,0.427,7.0,11.0,0.636,4.0,10.0,14.0,12.0,5.0,4.0,9.0,18.0,42.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,34,LAC,NBA,SF,5.0,0.0,41.0,6.0,13.0,0.462,4.0,10.0,0.4,2.0,3.0,0.667,0.615,0.0,0.0,,0.0,5.0,5.0,1.0,3.0,0.0,0.0,3.0,16.0,0.0,
2014-15,35,LAC,NBA,SF,11.0,0.0,55.0,4.0,17.0,0.235,2.0,13.0,0.154,2.0,4.0,0.5,0.294,0.0,0.0,,1.0,6.0,7.0,4.0,4.0,1.0,2.0,10.0,10.0,0.0,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,109.0,72.0,2985.0,378.0,939.0,0.403,101.0,296.0,0.341,277.0,643.0,0.431,0.456,202.0,269.0,0.751,65.0,351.0,416.0,287.0,81.0,32.0,180.0,284.0,1059.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,54.0,2246.0,284.0,706.0,0.403,76.0,223.0,0.341,208.0,484.0,0.431,0.456,152.0,202.0,0.751,49.0,264.0,313.0,216.0,61.0,24.0,135.0,214.0,797.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,49.0,49.0,1860.0,249.0,595.0,0.418,57.0,169.0,0.337,192.0,426.0,0.451,0.466,150.0,190.0,0.789,30.0,189.0,219.0,219.0,44.0,15.0,128.0,165.0,705.0,0.0,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,34.0,13.0,758.0,93.0,233.0,0.399,24.0,62.0,0.387,69.0,171.0,0.404,0.451,41.0,61.0,0.672,29.0,111.0,140.0,48.0,21.0,15.0,34.0,86.0,251.0,0.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,16.0,0.0,96.0,10.0,30.0,0.333,6.0,23.0,0.261,4.0,7.0,0.571,0.433,0.0,0.0,,1.0,11.0,12.0,5.0,7.0,1.0,2.0,13.0,26.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,10.0,10.0,271.0,26.0,81.0,0.321,14.0,42.0,0.333,12.0,39.0,0.308,0.407,11.0,18.0,0.611,5.0,40.0,45.0,15.0,9.0,1.0,16.0,20.0,77.0,0.0,
