Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2019-20,20,IND,NBA,C,54.0,2.0,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2.0,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,
2020-21,21,IND,NBA,C,45.0,3.0,12.5,1.8,4.3,0.428,0.4,1.8,0.253,1.4,2.6,0.548,0.479,1.0,1.4,0.738,1.3,2.0,3.3,0.8,0.2,1.3,0.4,2.1,5.1,
2021-22,22,IND,NBA,C,50.0,16.0,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,
2022-23,23,2TM,NBA,C,38.0,1.0,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,
2022-23,23,IND,NBA,C,21.0,0.0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,
2022-23,23,ORL,NBA,C,17.0,1.0,15.0,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,
2023-24,24,ORL,NBA,C,62.0,33.0,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,
2024-25,25,ORL,NBA,C,70.0,42.0,20.4,3.0,4.8,0.611,0.0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,
2025-26,26,ORL,NBA,C,16.0,0.0,16.6,2.3,3.1,0.735,0.1,0.4,0.333,2.1,2.7,0.791,0.755,1.6,2.1,0.758,1.6,3.4,4.9,1.4,0.6,1.2,0.6,2.1,6.2,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,335.0,97.0,14.5,2.2,3.9,0.548,0.2,0.8,0.233,2.0,3.1,0.631,0.572,1.0,1.4,0.669,1.6,2.6,4.2,1.2,0.4,1.1,0.7,1.9,5.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),,170.0,21.0,11.5,1.8,3.8,0.48,0.3,1.3,0.256,1.5,2.5,0.591,0.522,0.8,1.2,0.679,1.1,1.7,2.8,0.8,0.3,0.9,0.6,1.8,4.8,
ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),,165.0,76.0,17.6,2.5,4.1,0.613,0.1,0.4,0.15,2.4,3.7,0.659,0.62,1.1,1.6,0.661,2.0,3.5,5.6,1.6,0.6,1.2,0.8,1.9,6.1,
