Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,24,PHO,NBA,SG,15.0,15.0,564.0,4.0,9.8,0.403,2.0,5.2,0.39,1.9,4.6,0.417,0.506,1.5,2.3,0.639,1.5,3.4,4.9,1.6,1.2,0.2,1.0,3.4,11.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,29,MIA,NBA,SF,5.0,5.0,149.0,4.3,10.9,0.4,2.2,5.3,0.409,2.2,5.6,0.391,0.5,1.0,1.2,0.8,0.2,4.3,4.6,1.9,1.9,0.2,1.2,3.9,11.8,
2010-11,30,ORL,NBA,SF,6.0,1.0,98.0,2.9,5.5,0.533,1.8,3.7,0.5,1.1,1.8,0.6,0.7,0.7,0.7,1.0,1.1,4.4,5.5,0.7,0.4,0.4,0.7,3.3,8.4,
2011-12,31,ORL,NBA,SF,5.0,0.0,74.0,2.4,7.3,0.333,1.0,3.4,0.286,1.5,3.9,0.375,0.4,0.0,0.0,,0.0,10.7,10.7,1.0,0.5,0.0,2.9,2.9,5.8,
2012-13,32,NYK,NBA,SF,5.0,0.0,14.0,5.1,15.4,0.333,5.1,12.9,0.4,0.0,2.6,0.0,0.5,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,0.0,0.0,5.1,15.4,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,36.0,21.0,899.0,3.8,9.4,0.404,2.0,5.0,0.397,1.8,4.4,0.413,0.511,1.2,1.7,0.674,1.2,4.3,5.4,1.5,1.2,0.2,1.1,3.4,10.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,11.0,1.0,172.0,2.7,6.3,0.433,1.5,3.6,0.412,1.3,2.7,0.462,0.55,0.4,0.4,1.0,0.6,7.1,7.7,0.8,0.4,0.2,1.7,3.1,7.3,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,15.0,15.0,564.0,4.0,9.8,0.403,2.0,5.2,0.39,1.9,4.6,0.417,0.506,1.5,2.3,0.639,1.5,3.4,4.9,1.6,1.2,0.2,1.0,3.4,11.4,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,5.0,5.0,149.0,4.3,10.9,0.4,2.2,5.3,0.409,2.2,5.6,0.391,0.5,1.0,1.2,0.8,0.2,4.3,4.6,1.9,1.9,0.2,1.2,3.9,11.8,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,0.0,14.0,5.1,15.4,0.333,5.1,12.9,0.4,0.0,2.6,0.0,0.5,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,0.0,0.0,5.1,15.4,
