Season,Team,Lg,Salary
2003-04,Utah Jazz,NBA,"$366,931"
2004-05,Milwaukee Bucks,NBA,"$1,600,000"
2005-06,Milwaukee Bucks,NBA,"$1,760,000"
2006-07,Milwaukee Bucks,NBA,"$1,920,000"
2007-08,Milwaukee Bucks,NBA,"$7,750,000"
2008-09,Cleveland Cavaliers,NBA,"$8,353,000"
2009-10,Cleveland Cavaliers,NBA,"$8,860,000"
2010-11,Los Angeles Clippers,NBA,"$9,300,000"
2011-12,Los Angeles Clippers,NBA,"$8,500,000"
2012-13,Utah Jazz,NBA,"$8,500,000"
2013-14,Portland Trail Blazers,NBA,"$2,652,000"
2014-15,Charlotte Hornets,NBA,"$3,750,000"
2015-16,Cleveland Cavaliers,NBA,"$2,100,000"
2016-17,Denver Nuggets,NBA,"$2,200,000"
Career,(may be incomplete),,"$67,611,931"
