Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,24,ATL,NBA,PF,40.0,1.0,376.0,16.3,0.533,0.007,0.381,12.1,21.3,16.7,5.4,0.6,0.4,10.9,23.7,0.5,0.4,0.9,0.11,-0.9,-2.6,-3.5,-0.1,
2013-14,25,ATL,NBA,PF,80.0,6.0,1482.0,15.3,0.559,0.318,0.21,4.9,17.2,11.1,8.9,1.0,0.4,10.3,23.5,1.3,1.2,2.6,0.084,0.0,-1.6,-1.6,0.1,
2014-15,26,ATL,NBA,PF,68.0,0.0,1123.0,15.1,0.543,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,1.6,1.1,2.7,0.115,0.6,-1.1,-0.5,0.4,
2015-16,27,ATL,NBA,PF,75.0,0.0,1146.0,14.0,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,1.7,1.5,3.2,0.132,-0.1,0.0,-0.1,0.6,
2016-17,28,ATL,NBA,PF,18.0,0.0,195.0,5.9,0.36,0.458,0.136,5.7,15.0,10.4,12.5,1.0,1.3,11.3,15.8,-0.3,0.2,-0.1,-0.014,-4.7,-0.7,-5.5,-0.2,
2017-18,29,WAS,NBA,PF,76.0,1.0,1406.0,13.6,0.599,0.311,0.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,0.085,-0.6,-1.1,-1.7,0.1,
2018-19,30,2TM,NBA,PF,79.0,3.0,1395.0,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,
2018-19,30,LAC,NBA,PF,52.0,0.0,748.0,9.4,0.521,0.578,0.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,0.1,0.7,0.9,0.055,-1.5,0.0,-1.5,0.1,
2018-19,30,PHI,NBA,PF,27.0,3.0,647.0,7.7,0.537,0.626,0.079,3.2,13.2,8.3,4.6,0.7,0.6,8.0,13.8,0.2,0.5,0.7,0.052,-2.3,-1.4,-3.7,-0.3,
2019-20,31,PHI,NBA,PF,68.0,11.0,1207.0,11.2,0.557,0.62,0.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14.0,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,
2020-21,32,PHI,NBA,PF,51.0,12.0,852.0,6.8,0.492,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,-0.1,1.1,1.0,0.058,-3.2,0.3,-2.8,-0.2,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,555.0,34.0,9182.0,12.3,0.552,0.431,0.156,4.7,16.1,10.5,8.3,1.0,0.7,9.5,18.1,7.9,8.9,16.8,0.088,-0.8,-0.9,-1.7,0.6,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,5.0,1357.0,12.3,0.552,0.431,0.156,4.7,16.1,10.5,8.3,1.0,0.7,9.5,18.1,1.2,1.3,2.5,0.088,-0.8,-0.9,-1.7,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),,281.0,7.0,4322.0,14.6,0.549,0.348,0.202,5.6,16.2,11.0,9.7,1.0,0.6,9.5,21.0,4.8,4.5,9.2,0.103,-0.2,-1.1,-1.3,0.8,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,146.0,26.0,2706.0,9.0,0.534,0.654,0.085,3.9,15.0,9.5,5.9,1.0,0.8,7.4,13.3,1.6,2.7,4.3,0.075,-1.9,-0.7,-2.6,-0.4,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,76.0,1.0,1406.0,13.6,0.599,0.311,0.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,0.085,-0.6,-1.1,-1.7,0.1,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,52.0,0.0,748.0,9.4,0.521,0.578,0.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,0.1,0.7,0.9,0.055,-1.5,0.0,-1.5,0.1,
